#Time,Head/Temperature/Sensor/,LShoulderPitch/Temperature/Sensor/,LShoulderPitch/ElectricCurrent/Sensor/,LShoulderPitch/Position/Actuator/,LShoulderPitch/Position/Sensor/,LShoulderPitch/Hardness/Actuator/,RShoulderPitch/Temperature/Sensor/,RShoulderPitch/ElectricCurrent/Sensor/,RShoulderPitch/Position/Actuator/,RShoulderPitch/Position/Sensor/,RShoulderPitch/Hardness/Actuator/,LShoulderRoll/Temperature/Sensor/,LShoulderRoll/ElectricCurrent/Sensor/,LShoulderRoll/Position/Actuator/,LShoulderRoll/Position/Sensor/,LShoulderRoll/Hardness/Actuator/,RShoulderRoll/Temperature/Sensor/,RShoulderRoll/ElectricCurrent/Sensor/,RShoulderRoll/Position/Actuator/,RShoulderRoll/Position/Sensor/,RShoulderRoll/Hardness/Actuator/
11,9.10844e-44,53,0.288,1.894,1.88986,1,51,0.32,1.894,1.87606,1,43,0.192,0.00872665,0.00766993,1,43,0.16,-0.00872665,-0.0107379,1
23,9.10844e-44,53,0.288,1.894,1.88986,1,51,0.32,1.894,1.87606,1,43,0.192,0.00872665,0.00766993,1,43,0.16,-0.00872665,-0.0122719,1
36,9.10844e-44,53,0.288,1.894,1.88986,1,51,0.32,1.894,1.87759,1,43,0.192,0.00872665,0.00766993,1,43,0.16,-0.00872665,-0.0107379,1
47,9.10844e-44,53,0.288,1.894,1.88986,1,51,0.288,1.894,1.87759,1,43,0.192,0.00872665,0.00766993,1,43,0.16,-0.00872665,-0.0107379,1
60,9.10844e-44,53,0.288,1.894,1.88986,1,51,0.32,1.894,1.87759,1,43,0.192,0.00872665,0.00766993,1,43,0.128,-0.00872665,-0.0107379,1
72,9.10844e-44,53,0.32,1.894,1.88986,1,51,0.32,1.894,1.87759,1,43,0.192,0.00872665,0.00766993,1,43,0.16,-0.00872665,-0.0107379,1
84,9.10844e-44,53,0.32,1.894,1.88986,1,51,0.288,1.894,1.87759,1,43,0.192,0.00872665,0.00766993,1,43,0.16,-0.00872665,-0.0107379,1
96,9.10844e-44,53,0.352,1.894,1.88986,1,51,0.224,1.894,1.87913,1,43,0.192,0.00872665,0.00766993,1,43,0.128,-0.00872665,-0.0107379,1
108,9.10844e-44,53,0.32,1.894,1.88986,1,51,0.224,1.894,1.87913,1,43,0.192,0.00872665,0.00766993,1,43,0.16,-0.00872665,-0.0107379,1
119,9.10844e-44,53,0.32,1.894,1.88986,1,51,0.32,1.894,1.87913,1,43,0.192,0.00872665,0.00766993,1,43,0.16,-0.00872665,-0.0107379,1
131,9.10844e-44,53,0.32,1.894,1.88986,1,51,0.32,1.894,1.87913,1,43,0.16,0.00872665,0.00766993,1,43,0.16,-0.00872665,-0.0107379,1
