#Time,Head/Temperature/Sensor/,LShoulderPitch/Temperature/Sensor/,LShoulderPitch/ElectricCurrent/Sensor/,LShoulderPitch/Position/Actuator/,LShoulderPitch/Position/Sensor/,LShoulderPitch/Hardness/Actuator/,RShoulderPitch/Temperature/Sensor/,RShoulderPitch/ElectricCurrent/Sensor/,RShoulderPitch/Position/Actuator/,RShoulderPitch/Position/Sensor/,RShoulderPitch/Hardness/Actuator/,LShoulderRoll/Temperature/Sensor/,LShoulderRoll/ElectricCurrent/Sensor/,LShoulderRoll/Position/Actuator/,LShoulderRoll/Position/Sensor/,LShoulderRoll/Hardness/Actuator/,RShoulderRoll/Temperature/Sensor/,RShoulderRoll/ElectricCurrent/Sensor/,RShoulderRoll/Position/Actuator/,RShoulderRoll/Position/Sensor/,RShoulderRoll/Hardness/Actuator/
5,8.96831e-44,52,0.224,1.894,1.88986,1,50,0.256,1.894,1.87759,1,42,0.192,0.00872665,0.00766993,1,42,0.16,-0.00872665,-0.0107379,1
17,8.96831e-44,52,0.256,1.894,1.88986,1,50,0.256,1.894,1.87759,1,42,0.192,0.00872665,0.00766993,1,42,0.16,-0.00872665,-0.0107379,1
29,8.96831e-44,52,0.256,1.894,1.88986,1,50,0.288,1.894,1.87759,1,42,0.192,0.00872665,0.00766993,1,42,0.128,-0.00872665,-0.0107379,1
41,8.96831e-44,52,0.256,1.894,1.88986,1,50,0.32,1.894,1.87759,1,42,0.192,0.00872665,0.00766993,1,42,0.16,-0.00872665,-0.0107379,1
53,8.96831e-44,52,0.288,1.894,1.88986,1,50,0.288,1.894,1.87759,1,42,0.192,0.00872665,0.00766993,1,42,0.128,-0.00872665,-0.0107379,1
65,8.96831e-44,52,0.224,1.894,1.88986,1,50,0.32,1.894,1.87759,1,42,0.192,0.00872665,0.00766993,1,42,0.16,-0.00872665,-0.0107379,1
77,8.96831e-44,52,0.256,1.894,1.88986,1,50,0.352,1.894,1.87759,1,42,0.192,0.00872665,0.00766993,1,42,0.16,-0.00872665,-0.0107379,1
89,8.96831e-44,52,0.288,1.894,1.88986,1,50,0.32,1.894,1.87759,1,42,0.192,0.00872665,0.00766993,1,42,0.16,-0.00872665,-0.0107379,1
101,8.96831e-44,52,0.288,1.894,1.88986,1,50,0.32,1.894,1.87759,1,42,0.192,0.00872665,0.00766993,1,42,0.16,-0.00872665,-0.0107379,1
113,8.96831e-44,52,0.288,1.894,1.88986,1,50,0.352,1.894,1.87759,1,42,0.192,0.00872665,0.00766993,1,42,0.16,-0.00872665,-0.0107379,1
125,8.96831e-44,52,0.288,1.894,1.88986,1,50,0.384,1.894,1.87759,1,42,0.192,0.00872665,0.00766993,1,42,0.128,-0.00872665,-0.0107379,1
137,8.96831e-44,52,0.288,1.894,1.88986,1,50,0.352,1.894,1.87759,1,42,0.192,0.00872665,0.00766993,1,42,0.16,-0.00872665,-0.0107379,1
149,8.96831e-44,52,0.32,1.894,1.88986,1,50,0.384,1.894,1.87759,1,42,0.192,0.00872665,0.00766993,1,42,0.16,-0.00872665,-0.0107379,1
161,8.96831e-44,52,0.288,1.894,1.88986,1,50,0.416,1.894,1.87759,1,42,0.192,0.00872665,0.00766993,1,42,0.16,-0.00872665,-0.0107379,1
173,8.96831e-44,52,0.32,1.894,1.88986,1,50,0.352,1.894,1.87759,1,42,0.192,0.00872665,0.00766993,1,42,0.16,-0.00872665,-0.0107379,1
185,8.96831e-44,52,0.32,1.894,1.88986,1,50,0.256,1.894,1.87913,1,42,0.192,0.00872665,0.00766993,1,42,0.16,-0.00872665,-0.0107379,1
197,8.96831e-44,52,0.352,1.894,1.88986,1,50,0.192,1.894,1.87913,1,42,0.224,0.00872665,0.00766993,1,42,0.128,-0.00872665,-0.0107379,1
209,8.96831e-44,52,0.32,1.894,1.88986,1,50,0.32,1.894,1.88066,1,42,0.192,0.00872665,0.00766993,1,42,0.16,-0.00872665,-0.0107379,1
222,8.96831e-44,52,0.32,1.894,1.88986,1,50,0.32,1.894,1.88066,1,42,0.192,0.00872665,0.00766993,1,42,0.16,-0.00872665,-0.0107379,1
234,8.96831e-44,52,0.32,1.894,1.88986,1,50,0.352,1.894,1.87913,1,42,0.192,0.00872665,0.00766993,1,42,0.16,-0.00872665,-0.0107379,1
246,8.96831e-44,52,0.32,1.894,1.88986,1,50,0.352,1.894,1.88066,1,42,0.224,0.00872665,0.00766993,1,42,0.16,-0.00872665,-0.0107379,1
258,8.96831e-44,52,0.32,1.894,1.88986,1,50,0.384,1.894,1.88066,1,42,0.192,0.00872665,0.00766993,1,42,0.16,-0.00872665,-0.0107379,1
270,8.96831e-44,52,0.32,1.894,1.88986,1,50,0.384,1.894,1.88066,1,42,0.192,0.00872665,0.00766993,1,42,0.16,-0.00872665,-0.0107379,1
282,8.96831e-44,52,0.32,1.894,1.88986,1,50,0.384,1.894,1.88066,1,42,0.192,0.00872665,0.00766993,1,42,0.16,-0.00872665,-0.0107379,1
294,8.96831e-44,52,0.352,1.894,1.88986,1,50,0.384,1.894,1.88066,1,42,0.192,0.00872665,0.00766993,1,42,0.16,-0.00872665,-0.0107379,1
306,8.96831e-44,52,0.32,1.894,1.88986,1,50,0.416,1.894,1.88066,1,42,0.192,0.00872665,0.00766993,1,42,0.16,-0.00872665,-0.0107379,1
318,8.96831e-44,52,0.32,1.894,1.88986,1,50,0.448,1.894,1.87913,1,42,0.192,0.00872665,0.00766993,1,42,0.16,-0.00872665,-0.0107379,1
330,8.96831e-44,52,0.32,1.894,1.88986,1,50,0.448,1.894,1.88066,1,42,0.192,0.00872665,0.00766993,1,42,0.16,-0.00872665,-0.0107379,1
342,8.96831e-44,52,0.32,1.894,1.88986,1,50,0.384,1.894,1.88066,1,42,0.192,0.00872665,0.00766993,1,42,0.192,-0.00872665,-0.0107379,1
354,8.96831e-44,52,0.352,1.894,1.88986,1,50,0.16,1.894,1.88219,1,42,0.192,0.00872665,0.00766993,1,42,0.128,-0.00872665,-0.0107379,1
366,8.96831e-44,52,0.32,1.894,1.88986,1,50,0.256,1.894,1.88219,1,42,0.192,0.00872665,0.00766993,1,42,0.128,-0.00872665,-0.0107379,1
378,8.96831e-44,52,0.352,1.894,1.88986,1,50,0.256,1.894,1.88219,1,42,0.192,0.00872665,0.00766993,1,42,0.16,-0.00872665,-0.0107379,1
391,8.96831e-44,52,0.32,1.894,1.88986,1,50,0.288,1.894,1.88219,1,42,0.192,0.00872665,0.00766993,1,42,0.128,-0.00872665,-0.0107379,1
403,8.96831e-44,52,0.352,1.894,1.88986,1,50,0.288,1.894,1.88219,1,42,0.192,0.00872665,0.00766993,1,42,0.128,-0.00872665,-0.0107379,1
415,8.96831e-44,52,0.32,1.894,1.88986,1,50,0.288,1.894,1.88219,1,42,0.192,0.00872665,0.00766993,1,42,0.16,-0.00872665,-0.0107379,1
427,8.96831e-44,52,0.352,1.894,1.88986,1,50,0.32,1.894,1.88219,1,42,0.192,0.00872665,0.00766993,1,42,0.16,-0.00872665,-0.0107379,1
439,8.96831e-44,52,0.352,1.894,1.88986,1,50,0.32,1.894,1.88219,1,42,0.192,0.00872665,0.00766993,1,42,0.128,-0.00872665,-0.0107379,1
451,8.96831e-44,52,0.352,1.894,1.88986,1,50,0.32,1.894,1.88219,1,42,0.192,0.00872665,0.00766993,1,42,0.128,-0.00872665,-0.0107379,1
463,8.96831e-44,52,0.352,1.894,1.88986,1,50,0.32,1.894,1.88219,1,42,0.192,0.00872665,0.00766993,1,42,0.128,-0.00872665,-0.0107379,1
