Date;count
2018-02-12 17:32:16;166152
2018-02-12 17:32:30;166153
2018-02-12 17:32:40;166154
2018-02-12 17:32:50;166155
2018-02-12 17:33:00;166156
2018-02-12 17:33:10;166157
2018-02-12 17:33:20;166158
2018-02-12 17:33:31;166159
2018-02-12 17:33:41;166160
2018-02-12 17:33:51;166161
2018-02-12 17:34:01;166162
2018-02-12 17:34:11;166163
2018-02-12 17:34:21;166164
2018-02-12 17:34:31;166165
2018-02-12 17:34:42;166166
2018-02-12 17:34:52;166167
2018-02-12 17:35:02;166168
2018-02-12 17:35:12;166169
2018-02-12 17:35:22;166170
2018-02-12 17:35:32;166171
2018-02-12 17:35:42;166172
2018-02-12 17:35:52;166173
2018-02-12 17:36:03;166174
2018-02-12 17:36:13;166175
2018-02-12 17:36:23;166176
2018-02-12 17:36:33;166177
2018-02-12 17:36:43;166178
2018-02-12 17:36:53;166179
2018-02-12 17:37:03;166180
2018-02-12 17:37:14;166181
2018-02-12 17:37:24;166182
2018-02-12 17:37:34;166183
2018-02-12 17:37:44;166184
2018-02-12 17:37:54;166185
2018-02-12 17:38:04;166186
2018-02-12 17:38:14;166187
2018-02-12 17:38:25;166188
2018-02-12 17:38:35;166189
2018-02-12 17:38:45;166190
2018-02-12 17:38:55;166191
2018-02-12 17:39:05;166192
2018-02-12 17:39:15;166193
2018-02-12 17:39:25;166194
2018-02-12 17:39:36;166195
2018-02-12 17:39:46;166196
2018-02-12 17:39:56;166197
2018-02-12 17:40:06;166198
2018-02-12 17:40:16;166199
2018-02-12 17:40:26;166200
2018-02-12 17:40:36;166201
2018-02-12 17:40:46;166202
2018-02-12 17:40:57;166203
2018-02-12 17:41:07;166204
2018-02-12 17:41:17;166205
2018-02-12 17:41:27;166206
2018-02-12 17:41:37;166207
2018-02-12 17:41:47;166208
2018-02-12 17:41:57;166209
2018-02-12 17:42:08;166210
2018-02-12 17:42:18;166211
2018-02-12 17:42:28;166212
2018-02-12 17:42:38;166213
2018-02-12 17:42:48;166214
2018-02-12 17:42:58;166215
2018-02-12 17:43:08;166216
2018-02-12 17:43:19;166217
2018-02-12 17:43:29;166218
2018-02-12 17:43:39;166219
2018-02-12 17:43:49;166220
2018-02-12 17:43:59;166221
2018-02-12 17:44:09;166222
2018-02-12 17:44:19;166223
2018-02-12 17:44:30;166224
2018-02-12 17:44:40;166225
2018-02-12 17:44:50;166226
2018-02-12 17:45:00;166227
2018-02-12 17:45:10;166228
2018-02-12 17:45:20;166229
2018-02-12 17:45:30;166230
2018-02-12 17:45:40;166231
2018-02-12 17:45:51;166232
2018-02-12 17:46:01;166233
2018-02-12 17:46:11;166234
2018-02-12 17:46:21;166235
2018-02-12 17:46:31;166236
2018-02-12 17:46:41;166237
2018-02-12 17:46:51;166238
2018-02-12 17:47:02;166239
2018-02-12 17:47:12;166240
2018-02-12 17:47:22;166241
2018-02-12 17:47:32;166242
2018-02-12 17:47:42;166243
2018-02-12 17:47:52;166244
2018-02-12 17:48:03;166245
2018-02-12 17:48:13;166246
2018-02-12 17:48:23;166247
2018-02-12 17:48:33;166248
2018-02-12 17:48:43;166249
2018-02-12 17:48:53;166250
2018-02-12 17:49:03;166251
2018-02-12 17:49:13;166252
2018-02-12 17:49:24;166253
2018-02-12 17:49:34;166254
2018-02-12 17:49:44;166255
2018-02-12 17:49:54;166256
2018-02-12 17:50:04;166257
2018-02-12 17:50:14;166258
2018-02-12 17:50:24;166259
2018-02-12 17:50:35;166260
2018-02-12 17:50:45;166261
2018-02-12 17:50:55;166262
2018-02-12 17:51:05;166263
2018-02-12 17:51:15;166264
2018-02-12 17:51:25;166265
2018-02-12 17:51:35;166266
2018-02-12 17:51:46;166267
2018-02-12 17:51:56;166268
2018-02-12 17:52:06;166269
2018-02-12 17:52:16;166270
2018-02-12 17:52:26;166271
2018-02-12 17:52:36;166272
2018-02-12 17:52:46;166273
2018-02-12 17:52:57;166274
2018-02-12 17:53:07;166275
2018-02-12 17:53:17;166276
2018-02-12 17:53:27;166277
2018-02-12 17:53:37;166278
2018-02-12 17:53:47;166279
2018-02-12 17:53:57;166280
2018-02-12 17:54:08;166281
2018-02-12 17:54:18;166282
2018-02-12 17:54:28;166283
2018-02-12 17:54:38;166284
2018-02-12 17:54:48;166285
2018-02-12 17:54:58;166286
2018-02-12 17:55:08;166287
2018-02-12 17:55:18;166288
2018-02-12 17:55:29;166289
2018-02-12 17:55:39;166290
2018-02-12 17:55:49;166291
2018-02-12 17:55:59;166292
2018-02-12 17:56:09;166293
2018-02-12 17:56:19;166294
2018-02-12 17:56:29;166295
2018-02-12 17:56:40;166296
2018-02-12 17:56:50;166297
2018-02-12 17:57:00;166298
2018-02-12 17:57:10;166299
2018-02-12 17:57:20;166300
2018-02-12 17:57:30;166301
2018-02-12 17:57:40;166302
2018-02-12 17:57:51;166303
2018-02-12 17:58:01;166304
2018-02-12 17:58:11;166305
2018-02-12 17:58:21;166306
2018-02-12 17:58:31;166307
2018-02-12 17:58:41;166308
2018-02-12 17:58:51;166309
2018-02-12 17:59:01;166310
2018-02-12 17:59:12;166311
2018-02-12 17:59:22;166312
2018-02-12 17:59:32;166313
2018-02-12 17:59:42;166314
2018-02-12 17:59:52;166315
2018-02-12 18:00:02;166316
2018-02-12 18:00:12;166317
2018-02-12 18:00:23;166318
2018-02-12 18:00:33;166319
2018-02-12 18:00:43;166320
2018-02-12 18:00:53;166321
2018-02-12 18:01:03;166322
2018-02-12 18:01:13;166323
2018-02-12 18:01:23;166324
2018-02-12 18:01:34;166325
2018-02-12 18:01:44;166326
2018-02-12 18:01:54;166327
2018-02-12 18:02:04;166328
2018-02-12 18:02:14;166329
2018-02-12 18:02:24;166330
2018-02-12 18:02:34;166331
2018-02-12 18:02:45;166332
2018-02-12 18:02:55;166333
2018-02-12 18:03:05;166334
2018-02-12 18:03:15;166335
2018-02-12 18:03:25;166336
2018-02-12 18:03:35;166337
2018-02-12 18:03:45;166338
2018-02-12 18:03:55;166339
2018-02-12 18:04:06;166340
2018-02-12 18:04:16;166341
2018-02-12 18:04:26;166342
2018-02-12 18:04:36;166343
2018-02-12 18:04:46;166344
2018-02-12 18:04:56;166345
2018-02-12 18:05:06;166346
2018-02-12 18:05:17;166347
2018-02-12 18:05:27;166348
2018-02-12 18:05:37;166349
2018-02-12 18:05:47;166350
2018-02-12 18:05:57;166351
2018-02-12 18:06:07;166352
2018-02-12 18:06:17;166353
2018-02-12 18:06:28;166354
2018-02-12 18:06:38;166355
2018-02-12 18:06:48;166356
2018-02-12 18:06:58;166357
2018-02-12 18:07:08;166358
2018-02-12 18:07:18;166359
2018-02-12 18:07:28;166360
2018-02-12 18:07:39;166361
2018-02-12 18:07:49;166362
2018-02-12 18:07:59;166363
2018-02-12 18:08:09;166364
2018-02-12 18:08:19;166365
2018-02-12 18:08:29;166366
2018-02-12 18:08:39;166367
2018-02-12 18:08:50;166368
2018-02-12 18:09:00;166369
2018-02-12 18:09:10;166370
2018-02-12 18:09:20;166371
2018-02-12 18:09:30;166372
2018-02-12 18:09:40;166373
2018-02-12 18:09:50;166374
2018-02-12 18:10:00;166375
2018-02-12 18:10:11;166376
2018-02-12 18:10:21;166377
2018-02-12 18:10:31;166378
2018-02-12 18:10:41;166379
2018-02-12 18:10:51;166380
2018-02-12 18:11:01;166381
2018-02-12 18:11:11;166382
2018-02-12 18:11:22;166383
2018-02-12 18:11:32;166384
2018-02-12 18:11:42;166385
2018-02-12 18:11:52;166386
2018-02-12 18:12:02;166387
2018-02-12 18:12:12;166388
2018-02-12 18:12:22;166389
2018-02-12 18:12:33;166390
2018-02-12 18:12:43;166391
2018-02-12 18:12:53;166392
2018-02-12 18:13:03;166393
2018-02-12 18:13:13;166394
2018-02-12 18:13:23;166395
2018-02-12 18:13:33;166396
2018-02-12 18:13:44;166397
2018-02-12 18:13:54;166398
2018-02-12 18:14:04;166399
2018-02-12 18:14:14;166400
2018-02-12 18:14:24;166401
2018-02-12 18:14:34;166402
2018-02-12 18:14:44;166403
2018-02-12 18:14:55;166404
2018-02-12 18:15:05;166405
2018-02-12 18:15:15;166406
2018-02-12 18:15:25;166407
2018-02-12 18:15:35;166408
2018-02-12 18:15:45;166409
2018-02-12 18:15:55;166410
2018-02-12 18:16:06;166411
2018-02-12 18:16:16;166412
2018-02-12 18:16:26;166413
2018-02-12 18:16:36;166414
2018-02-12 18:16:46;166415
2018-02-12 18:16:56;166416
2018-02-12 18:17:06;166417
2018-02-12 18:17:16;166418
2018-02-12 18:17:27;166419
2018-02-12 18:17:37;166420
2018-02-12 18:17:47;166421
2018-02-12 18:17:57;166422
2018-02-12 18:18:07;166423
2018-02-12 18:18:17;166424
2018-02-12 18:18:28;166425
2018-02-12 18:18:38;166426
2018-02-12 18:18:48;166427
2018-02-12 18:18:58;166428
2018-02-12 18:19:08;166429
2018-02-12 18:19:18;166430
2018-02-12 18:19:28;166431
2018-02-12 18:19:39;166432
2018-02-12 18:19:49;166433
2018-02-12 18:19:59;166434
