Date,Head,LShoulderPitch/Temperature/Sensor/Value,LShoulderPitch/ElectricCurrent/Sensor/Value,LShoulderPitch/Position/Actuator/Value,LShoulderPitch/Position/Sensor/Value,LShoulderPitch/Hardness/Actuator/Value,RShoulderPitch/Temperature/Sensor/Value,RShoulderPitch/ElectricCurrent/Sensor/Value,RShoulderPitch/Position/Actuator/Value,RShoulderPitch/Position/Sensor/Value,RShoulderPitch/Hardness/Actuator/Value,LShoulderRoll/Temperature/Sensor/Value,LShoulderRoll/ElectricCurrent/Sensor/Value,LShoulderRoll/Position/Actuator/Value,LShoulderRoll/Position/Sensor/Value,LShoulderRoll/Hardness/Actuator/Value,RShoulderRoll/Temperature/Sensor/Value,RShoulderRoll/ElectricCurrent/Sensor/Value,RShoulderRoll/Position/Actuator/Value,RShoulderRoll/Position/Sensor/Value,RShoulderRoll/Hardness/Actuator/Value
2018-02-11 05:53:14,64,51.0,0.0960000008345,1.89400005341,1.87912654877,1.0,50.0,0.0640000030398,1.8897548914,1.86225295067,1.0,43.0,0.0,0.00872664619237,0.0122718811035,1.0,42.0,0.0960000008345,-0.0101146362722,-0.0168738365173,1.0
2018-02-11 05:53:16,64,51.0,0.32000002265,-1.78874838352,-1.73953413963,1.0,50.0,0.0320000015199,-1.78874838352,-1.74873816967,1.0,43.0,0.0640000030398,1.34870409966,1.36370897293,1.0,42.0,0.0640000030398,-1.34870409966,-1.34376740456,1.0
2018-02-11 05:53:18,64,51.0,0.416000008583,-0.300108700991,-0.200951576233,1.0,50.0,0.192000001669,-0.300108700991,-0.222427129745,1.0,43.0,0.0960000008345,0.882578551769,0.846757411957,1.0,42.0,0.0,-0.882578551769,-0.86056303978,1.0
2018-02-11 05:53:20,64,51.0,0.576000034809,1.40975284576,1.50483524799,1.0,50.0,0.192000001669,1.40975284576,1.4925634861,1.0,43.0,0.256000012159,0.351742684841,0.314465999603,1.0,42.0,0.192000001669,-0.351742684841,-0.323669910431,1.0
2018-02-11 05:53:22,64,51.0,0.224000006914,0.262743890285,0.151864051819,1.0,50.0,0.0,0.262743890285,0.18100976944,1.0,43.0,0.0640000030398,0.4823795259,0.515417575836,1.0,42.0,0.160000011325,-0.4823795259,-0.524621486664,1.0
2018-02-11 05:53:24,64,51.0,0.288000017405,1.88916790485,1.87145662308,1.0,50.0,0.224000006914,1.88916790485,1.86071896553,1.0,43.0,0.0960000008345,0.0103065660223,0.0138058662415,1.0,42.0,0.12800000608,-0.0103065660223,-0.0168738365173,1.0
2018-02-11 05:53:26,63,51.0,0.256000012159,-1.77331769466,-1.72266030312,1.0,50.0,0.12800000608,-1.77331769466,-1.73339831829,1.0,43.0,0.0,1.34308958054,1.35757303238,1.0,42.0,0.0640000030398,-1.34308958054,-1.337631464,1.0
2018-02-11 05:53:28,63,51.0,0.512000024319,-0.272369295359,-0.164135932922,1.0,50.0,0.12800000608,-0.272369295359,-0.185611724854,1.0,43.0,0.192000001669,0.874021351337,0.829883575439,1.0,42.0,0.0,-0.874021351337,-0.839087486267,1.0
2018-02-11 05:53:30,63,51.0,0.160000011325,1.43973278999,1.53551483154,1.0,50.0,0.0,1.43973278999,1.51864123344,1.0,43.0,0.0,0.342348277569,0.303728103638,1.0,42.0,0.160000011325,-0.342348277569,-0.314465999603,1.0
2018-02-11 05:53:32,63,51.0,0.192000001669,0.262743890285,0.148796081543,1.0,50.0,0.0320000015199,0.262743890285,0.177941799164,1.0,43.0,0.12800000608,0.4823795259,0.515417575836,1.0,42.0,0.0960000008345,-0.4823795259,-0.524621486664,1.0
