Date,Head,LShoulderPitch/Temperature/Sensor/Value,LShoulderPitch/ElectricCurrent/Sensor/Value,LShoulderPitch/Position/Actuator/Value,LShoulderPitch/Position/Sensor/Value,LShoulderPitch/Hardness/Actuator/Value,RShoulderPitch/Temperature/Sensor/Value,RShoulderPitch/ElectricCurrent/Sensor/Value,RShoulderPitch/Position/Actuator/Value,RShoulderPitch/Position/Sensor/Value,RShoulderPitch/Hardness/Actuator/Value,LShoulderRoll/Temperature/Sensor/Value,LShoulderRoll/ElectricCurrent/Sensor/Value,LShoulderRoll/Position/Actuator/Value,LShoulderRoll/Position/Sensor/Value,LShoulderRoll/Hardness/Actuator/Value,RShoulderRoll/Temperature/Sensor/Value,RShoulderRoll/ElectricCurrent/Sensor/Value,RShoulderRoll/Position/Actuator/Value,RShoulderRoll/Position/Sensor/Value,RShoulderRoll/Hardness/Actuator/Value
2018-02-20 16:55:12,65,53.0,0.32000002265,-0.0749666243792,-0.171805858612,1.0,51.0,0.288000017405,-0.0749666243792,-0.154932022095,1.0,43.0,0.160000011325,0.813215970993,0.848291397095,1.0,43.0,0.0320000015199,-0.813215970993,-0.845223426819,1.0
2018-02-20 16:55:14,65,53.0,0.0960000008345,0.633905649185,0.750116586685,1.0,51.0,0.192000001669,0.633905649185,0.737844705582,1.0,43.0,0.192000001669,0.594860613346,0.556834936142,1.0,43.0,0.384000003338,-0.594860613346,-0.562970876694,1.0
2018-02-20 16:55:16,65,53.0,0.736000061035,0.995738267899,0.91271853447,1.0,51.0,0.32000002265,0.995738267899,0.943398237228,1.0,43.0,0.576000034809,0.174933865666,0.187145709991,1.0,43.0,0.224000006914,-0.174933865666,-0.202485561371,1.0
2018-02-20 16:55:18,65,53.0,0.32000002265,1.89400005341,1.88986432552,1.0,51.0,0.256000012159,1.89400005341,1.87605834007,1.0,43.0,0.192000001669,0.00872664619237,0.0076699256897,1.0,43.0,0.224000006914,-0.00872664619237,-0.0107378959656,1.0
2018-02-20 16:55:20,65,53.0,0.0640000030398,-1.85745894909,-1.897534132,1.0,51.0,0.0,-1.85745894909,-1.89600026608,1.0,43.0,0.480000019073,1.37541854382,1.411262393,1.0,43.0,0.512000024319,-1.37541854382,-1.391320467,1.0
2018-02-20 16:55:22,65,53.0,0.288000017405,-0.161765530705,-0.245436906815,1.0,51.0,0.0,-0.161765530705,-0.228563070297,1.0,43.0,0.0640000030398,0.83996707201,0.872835159302,1.0,43.0,0.12800000608,-0.83996707201,-0.871300935745,1.0
2018-02-20 16:55:25,65,53.0,0.0,0.696360051632,0.81454372406,1.0,51.0,0.12800000608,0.696360051632,0.802272081375,1.0,43.0,0.288000017405,0.575290024281,0.536893367767,1.0,43.0,0.384000003338,-0.575290024281,-0.543029308319,1.0
2018-02-20 16:55:27,65,53.0,0.288000017405,0.980040490627,0.898912668228,1.0,51.0,0.160000011325,0.980085730553,0.928058385849,1.0,43.0,0.512000024319,0.181499138474,0.187145709991,1.0,43.0,0.0960000008345,-0.181499138474,-0.205553531647,1.0
2018-02-20 16:55:29,65,53.0,0.32000002265,1.89400005341,1.89139831066,1.0,51.0,0.384000003338,1.89400005341,1.87605834007,1.0,43.0,0.160000011325,0.00872664619237,0.0076699256897,1.0,43.0,0.12800000608,-0.00872664619237,-0.0122718811035,1.0
2018-02-20 16:55:31,65,53.0,0.0,-1.87607133389,-1.897534132,1.0,51.0,0.160000011325,-1.88739788532,-1.8929322958,1.0,43.0,0.32000002265,1.38131761551,1.41433036327,1.0,43.0,0.0,-1.38490736485,-1.391320467,1.0
