#Time,Head/Temperature/Sensor/,LShoulderPitch/Temperature/Sensor/,LShoulderPitch/ElectricCurrent/Sensor/,LShoulderPitch/Position/Actuator/,LShoulderPitch/Position/Sensor/,LShoulderPitch/Hardness/Actuator/,RShoulderPitch/Temperature/Sensor/,RShoulderPitch/ElectricCurrent/Sensor/,RShoulderPitch/Position/Actuator/,RShoulderPitch/Position/Sensor/,RShoulderPitch/Hardness/Actuator/,LShoulderRoll/Temperature/Sensor/,LShoulderRoll/ElectricCurrent/Sensor/,LShoulderRoll/Position/Actuator/,LShoulderRoll/Position/Sensor/,LShoulderRoll/Hardness/Actuator/,RShoulderRoll/Temperature/Sensor/,RShoulderRoll/ElectricCurrent/Sensor/,RShoulderRoll/Position/Actuator/,RShoulderRoll/Position/Sensor/,RShoulderRoll/Hardness/Actuator/
10,8.82818e-44,53,0.256,1.894,1.8914,1,51,0.288,1.894,1.87913,1,44,0.16,0.00872665,0.00766993,1,43,0.128,-0.00872665,-0.0107379,1
23,8.82818e-44,53,0.256,1.894,1.8914,1,51,0.32,1.894,1.87913,1,44,0.16,0.00872665,0.00766993,1,43,0.128,-0.00872665,-0.0107379,1
35,8.82818e-44,53,0.256,1.894,1.8914,1,51,0.32,1.894,1.87913,1,44,0.192,0.00872665,0.00766993,1,43,0.16,-0.00872665,-0.0107379,1
47,8.82818e-44,53,0.256,1.894,1.8914,1,51,0.352,1.894,1.87913,1,44,0.16,0.00872665,0.00920391,1,43,0.16,-0.00872665,-0.0107379,1
59,8.82818e-44,53,0.224,1.894,1.8914,1,51,0.32,1.894,1.87913,1,44,0.16,0.00872665,0.00766993,1,43,0.16,-0.00872665,-0.0107379,1
71,8.82818e-44,53,0.256,1.894,1.8914,1,51,0.288,1.894,1.87913,1,44,0.16,0.00872665,0.00766993,1,43,0.16,-0.00872665,-0.0107379,1
83,8.82818e-44,53,0.256,1.894,1.8914,1,51,0.256,1.894,1.87913,1,44,0.16,0.00872665,0.00766993,1,43,0.16,-0.00872665,-0.0107379,1
95,8.82818e-44,53,0.256,1.894,1.8914,1,51,0.32,1.894,1.87913,1,44,0.16,0.00872665,0.00766993,1,43,0.16,-0.00872665,-0.0107379,1
108,8.82818e-44,53,0.256,1.894,1.8914,1,51,0.32,1.894,1.87913,1,44,0.16,0.00872665,0.00920391,1,43,0.16,-0.00872665,-0.0107379,1
119,8.82818e-44,53,0.256,1.894,1.8914,1,51,0.256,1.894,1.87913,1,44,0.16,0.00872665,0.00766993,1,43,0.16,-0.00872665,-0.0107379,1
131,8.82818e-44,53,0.256,1.894,1.8914,1,51,0.288,1.894,1.88066,1,44,0.16,0.00872665,0.00766993,1,43,0.16,-0.00872665,-0.0107379,1
144,8.82818e-44,53,0.256,1.894,1.8914,1,51,0.288,1.894,1.88066,1,44,0.16,0.00872665,0.00766993,1,43,0.128,-0.00872665,-0.0107379,1
155,8.82818e-44,53,0.256,1.894,1.8914,1,51,0.192,1.894,1.88219,1,44,0.16,0.00872665,0.00766993,1,43,0.128,-0.00872665,-0.0107379,1
168,8.82818e-44,53,0.256,1.894,1.8914,1,51,0.192,1.894,1.88219,1,44,0.16,0.00872665,0.00766993,1,43,0.128,-0.00872665,-0.0107379,1
179,8.82818e-44,53,0.256,1.894,1.8914,1,51,0.288,1.894,1.88219,1,44,0.16,0.00872665,0.00766993,1,43,0.16,-0.00872665,-0.0107379,1
192,8.82818e-44,53,0.256,1.894,1.8914,1,51,0.256,1.894,1.88219,1,44,0.16,0.00872665,0.00920391,1,43,0.16,-0.00872665,-0.0107379,1
203,8.82818e-44,53,0.256,1.894,1.8914,1,51,0.256,1.894,1.88219,1,44,0.16,0.00872665,0.00766993,1,43,0.16,-0.00872665,-0.0107379,1
216,8.82818e-44,53,0.256,1.894,1.8914,1,51,0.224,1.894,1.88219,1,44,0.16,0.00872665,0.00766993,1,43,0.16,-0.00872665,-0.0107379,1
228,8.82818e-44,53,0.288,1.894,1.8914,1,51,0.256,1.894,1.88219,1,44,0.16,0.00872665,0.00920391,1,43,0.128,-0.00872665,-0.0107379,1
239,8.82818e-44,53,0.288,1.894,1.8914,1,51,0.256,1.894,1.88219,1,44,0.192,0.00872665,0.00766993,1,43,0.16,-0.00872665,-0.0107379,1
252,8.82818e-44,53,0.256,1.894,1.8914,1,51,0.256,1.894,1.88219,1,44,0.16,0.00872665,0.00766993,1,43,0.16,-0.00872665,-0.0107379,1
264,8.82818e-44,53,0.288,1.894,1.8914,1,51,0.256,1.894,1.88219,1,44,0.16,0.00872665,0.00766993,1,43,0.128,-0.00872665,-0.0107379,1
276,8.82818e-44,53,0.288,1.894,1.8914,1,51,0.288,1.894,1.88219,1,44,0.16,0.00872665,0.00920391,1,43,0.128,-0.00872665,-0.0107379,1
288,8.82818e-44,53,0.288,1.894,1.8914,1,51,0.32,1.894,1.88219,1,44,0.16,0.00872665,0.00920391,1,43,0.16,-0.00872665,-0.0107379,1
300,8.82818e-44,53,0.256,1.894,1.8914,1,51,0.32,1.894,1.88219,1,44,0.16,0.00872665,0.00766993,1,43,0.128,-0.00872665,-0.0107379,1
312,8.82818e-44,53,0.288,1.894,1.8914,1,51,0.288,1.894,1.88219,1,44,0.16,0.00872665,0.00766993,1,43,0.16,-0.00872665,-0.0107379,1
324,8.82818e-44,53,0.288,1.89319,1.8914,1,51,0.288,1.89319,1.88219,1,44,0.16,0.00902294,0.00766993,1,43,0.128,-0.00902294,-0.0107379,1
336,8.82818e-44,53,0.288,1.89095,1.8914,1,51,0.288,1.89095,1.88219,1,44,0.16,0.00983793,0.00766993,1,43,0.16,-0.00983793,-0.0107379,1
349,8.82818e-44,53,0.224,1.88871,1.8914,1,51,0.288,1.88871,1.88219,1,44,0,0.0106529,0.00766993,1,43,0.16,-0.0106529,-0.0107379,1
360,8.82818e-44,53,0,1.88439,1.8914,1,51,0,1.88439,1.88219,1,44,0,0.0122231,0.00766993,1,43,0,-0.0122231,-0.0107379,1
373,8.82818e-44,53,0,1.87839,1.8914,1,51,0,1.87839,1.88219,1,44,0,0.0144057,0.00766993,1,43,0,-0.0144057,-0.0107379,1
385,8.82818e-44,53,0.256,1.87239,1.8914,1,51,0.128,1.87239,1.88219,1,44,0.192,0.0165883,0.00766993,1,43,0.032,-0.0165883,-0.0107379,1
396,8.82818e-44,53,0.096,1.86431,1.8914,1,51,0.096,1.86431,1.88066,1,44,0.064,0.0195277,0.00920391,1,43,0.064,-0.0195277,-0.0107379,1
409,8.82818e-44,53,0.064,1.85624,1.8914,1,51,0.064,1.85624,1.87452,1,44,0.128,0.0224672,0.00920391,1,43,0.096,-0.0224672,-0.0153399,1
420,8.82818e-44,53,0.416,1.84587,1.8914,1,51,0.128,1.84587,1.86992,1,44,0.096,0.0262402,0.00920391,1,43,0.096,-0.0262402,-0.0168738,1
