#Time,Head/Temperature/Sensor/,LShoulderPitch/Temperature/Sensor/,LShoulderPitch/ElectricCurrent/Sensor/,LShoulderPitch/Position/Actuator/,LShoulderPitch/Position/Sensor/,LShoulderPitch/Hardness/Actuator/,RShoulderPitch/Temperature/Sensor/,RShoulderPitch/ElectricCurrent/Sensor/,RShoulderPitch/Position/Actuator/,RShoulderPitch/Position/Sensor/,RShoulderPitch/Hardness/Actuator/,LShoulderRoll/Temperature/Sensor/,LShoulderRoll/ElectricCurrent/Sensor/,LShoulderRoll/Position/Actuator/,LShoulderRoll/Position/Sensor/,LShoulderRoll/Hardness/Actuator/,RShoulderRoll/Temperature/Sensor/,RShoulderRoll/ElectricCurrent/Sensor/,RShoulderRoll/Position/Actuator/,RShoulderRoll/Position/Sensor/,RShoulderRoll/Hardness/Actuator/
1,8.82818e-44,54,0.448,1.894,1.88986,1,51,0.288,1.894,1.87606,1,44,0.16,0.00872665,0.00920391,1,43,0.16,-0.00872665,-0.0107379,1
13,8.82818e-44,54,0.448,1.894,1.88833,1,51,0.288,1.894,1.87606,1,44,0.16,0.00872665,0.00920391,1,43,0.192,-0.00872665,-0.0107379,1
26,8.82818e-44,54,0.448,1.894,1.88833,1,51,0.256,1.894,1.87759,1,44,0.128,0.00872665,0.00920391,1,43,0.16,-0.00872665,-0.0107379,1
37,8.82818e-44,54,0.448,1.894,1.88986,1,51,0.224,1.894,1.87759,1,44,0.16,0.00872665,0.00920391,1,43,0.16,-0.00872665,-0.0107379,1
50,8.82818e-44,54,0.448,1.894,1.88833,1,51,0.256,1.894,1.87759,1,44,0.16,0.00872665,0.00920391,1,43,0.16,-0.00872665,-0.0107379,1
61,8.82818e-44,54,0.48,1.894,1.88986,1,51,0.224,1.894,1.87913,1,44,0.16,0.00872665,0.00920391,1,43,0.16,-0.00872665,-0.0107379,1
74,8.82818e-44,54,0.448,1.894,1.88986,1,51,0.256,1.894,1.87759,1,44,0.16,0.00872665,0.00920391,1,43,0.16,-0.00872665,-0.0107379,1
85,8.82818e-44,54,0.448,1.894,1.88833,1,51,0.288,1.894,1.87759,1,44,0.16,0.00872665,0.00920391,1,43,0.16,-0.00872665,-0.0107379,1
98,8.82818e-44,54,0.48,1.894,1.88833,1,51,0.288,1.894,1.87913,1,44,0.16,0.00872665,0.00920391,1,43,0.192,-0.00872665,-0.0107379,1
109,8.82818e-44,54,0.48,1.894,1.88986,1,51,0.288,1.894,1.87913,1,44,0.16,0.00872665,0.00920391,1,43,0.16,-0.00872665,-0.0107379,1
122,8.82818e-44,54,0.448,1.894,1.88833,1,51,0.288,1.894,1.87913,1,44,0.16,0.00872665,0.00766993,1,43,0.192,-0.00872665,-0.0107379,1
134,8.82818e-44,54,0.48,1.894,1.88833,1,51,0.288,1.894,1.87759,1,44,0.16,0.00872665,0.00920391,1,43,0.16,-0.00872665,-0.0107379,1
146,8.82818e-44,54,0.448,1.894,1.88833,1,51,0.288,1.894,1.87759,1,44,0.16,0.00872665,0.00920391,1,43,0.192,-0.00872665,-0.0107379,1
158,8.82818e-44,54,0.48,1.894,1.88986,1,51,0.32,1.894,1.87759,1,44,0.16,0.00872665,0.00920391,1,43,0.16,-0.00872665,-0.0107379,1
170,8.82818e-44,54,0.48,1.894,1.88986,1,51,0.32,1.894,1.87759,1,44,0.16,0.00872665,0.00920391,1,43,0.16,-0.00872665,-0.0107379,1
182,8.82818e-44,54,0.48,1.894,1.88833,1,51,0.32,1.894,1.87913,1,44,0.16,0.00872665,0.00920391,1,43,0.192,-0.00872665,-0.0107379,1
195,8.82818e-44,54,0.48,1.894,1.88986,1,51,0.32,1.894,1.87913,1,44,0.16,0.00872665,0.00920391,1,43,0.192,-0.00872665,-0.0107379,1
206,8.82818e-44,54,0.48,1.894,1.88833,1,51,0.288,1.894,1.87913,1,44,0.16,0.00872665,0.00766993,1,43,0.16,-0.00872665,-0.0107379,1
219,8.82818e-44,54,0.48,1.894,1.88986,1,51,0.288,1.894,1.87913,1,44,0.16,0.00872665,0.00920391,1,43,0.192,-0.00872665,-0.0107379,1
230,8.82818e-44,54,0.512,1.894,1.88986,1,51,0.288,1.894,1.87913,1,44,0.16,0.00872665,0.00920391,1,43,0.16,-0.00872665,-0.0107379,1
243,8.82818e-44,54,0.512,1.894,1.88986,1,51,0.32,1.894,1.87913,1,44,0.16,0.00872665,0.00920391,1,43,0.16,-0.00872665,-0.0107379,1
255,8.82818e-44,54,0.512,1.894,1.88986,1,51,0.32,1.894,1.87913,1,44,0.16,0.00872665,0.00920391,1,43,0.16,-0.00872665,-0.0107379,1
267,8.82818e-44,54,0.512,1.894,1.88833,1,51,0.288,1.894,1.87913,1,44,0.16,0.00872665,0.00766993,1,43,0.16,-0.00872665,-0.0107379,1
279,8.82818e-44,54,0.512,1.894,1.88833,1,51,0.32,1.894,1.88066,1,44,0.16,0.00872665,0.00920391,1,43,0.16,-0.00872665,-0.0107379,1
291,8.82818e-44,54,0.512,1.894,1.88986,1,51,0.224,1.894,1.88219,1,44,0.128,0.00872665,0.00766993,1,43,0.16,-0.00872665,-0.0107379,1
303,8.82818e-44,54,0.512,1.894,1.88986,1,51,0.288,1.894,1.88219,1,44,0.16,0.00872665,0.00920391,1,43,0.16,-0.00872665,-0.0107379,1
315,8.82818e-44,54,0.48,1.894,1.88986,1,51,0.224,1.894,1.88219,1,44,0.16,0.00872665,0.00920391,1,43,0.16,-0.00872665,-0.0107379,1
327,8.82818e-44,54,0.512,1.894,1.88986,1,51,0.288,1.894,1.88219,1,44,0.16,0.00872665,0.00766993,1,43,0.16,-0.00872665,-0.0107379,1
339,8.82818e-44,54,0.512,1.894,1.88986,1,51,0.288,1.894,1.88219,1,44,0.16,0.00872665,0.00920391,1,43,0.192,-0.00872665,-0.0107379,1
352,8.82818e-44,54,0.48,1.894,1.88833,1,51,0.256,1.894,1.88219,1,44,0.16,0.00872665,0.00920391,1,43,0.16,-0.00872665,-0.0107379,1
363,8.82818e-44,54,0.512,1.894,1.88986,1,51,0.256,1.894,1.88219,1,44,0.16,0.00872665,0.00920391,1,43,0.16,-0.00872665,-0.0107379,1
376,8.82818e-44,54,0.48,1.894,1.88986,1,51,0.256,1.894,1.88219,1,44,0.16,0.00872665,0.00920391,1,43,0.16,-0.00872665,-0.0107379,1
387,8.82818e-44,54,0.512,1.894,1.88986,1,51,0.288,1.894,1.88219,1,44,0.16,0.00872665,0.00920391,1,43,0.16,-0.00872665,-0.0107379,1
400,8.82818e-44,54,0.448,1.894,1.88833,1,51,0.288,1.894,1.88219,1,44,0.16,0.00872665,0.00920391,1,43,0.16,-0.00872665,-0.0107379,1
411,8.82818e-44,54,0.448,1.89343,1.88986,1,51,0.288,1.89343,1.88219,1,44,0.16,0.00893405,0.00920391,1,43,0.16,-0.00893405,-0.0107379,1
424,8.82818e-44,54,0.48,1.89286,1.88986,1,51,0.288,1.89286,1.88219,1,44,0.16,0.00914146,0.00920391,1,43,0.16,-0.00914146,-0.0107379,1
435,8.82818e-44,54,0.416,1.89073,1.88833,1,51,0.288,1.89073,1.88219,1,44,0.16,0.00991694,0.00920391,1,43,0.16,-0.00991694,-0.0107379,1
448,8.82818e-44,54,0.416,1.88842,1.88833,1,51,0.224,1.88842,1.88219,1,44,0.096,0.010757,0.00920391,1,43,0,-0.010757,-0.0107379,1
460,8.82818e-44,54,0.192,1.88408,1.88986,1,51,0,1.88408,1.88219,1,44,0,0.0123376,0.00920391,1,43,0,-0.0123376,-0.0107379,1
472,8.82818e-44,54,0,1.87802,1.88986,1,51,0.16,1.87802,1.88219,1,44,0,0.0145409,0.00920391,1,43,0,-0.0145409,-0.0107379,1
485,8.82818e-44,54,0.352,1.87196,1.88986,1,51,0.128,1.87196,1.88219,1,44,0.256,0.0167443,0.00920391,1,43,0.064,-0.0167443,-0.0107379,1
496,8.82818e-44,54,0.32,1.8638,1.88986,1,51,0.096,1.8638,1.87759,1,44,0.128,0.0197142,0.00920391,1,43,0.128,-0.0197142,-0.0122719,1
509,8.82818e-44,54,0.064,1.85564,1.88833,1,51,0.064,1.85564,1.87299,1,44,0.032,0.0226842,0.00920391,1,43,0.064,-0.0226842,-0.0153399,1
520,8.82818e-44,54,0.608,1.84517,1.88986,1,51,0.128,1.84517,1.86992,1,44,0.416,0.0264949,0.00920391,1,43,0.064,-0.0264949,-0.0168738,1
533,8.82818e-44,54,0.096,1.83305,1.88986,1,51,0.032,1.83305,1.86225,1,44,0.032,0.030905,0.00920391,1,43,0.064,-0.030905,-0.0214758,1
544,8.82818e-44,54,0.96,1.82093,1.88373,1,51,0.128,1.82093,1.85152,1,44,0.48,0.0353151,0.0138059,1,43,0.064,-0.0353151,-0.0260777,1
557,8.82818e-44,54,0.064,1.80684,1.87299,1,51,0,1.80684,1.84078,1,44,0.032,0.0404418,0.0168738,1,43,0.096,-0.0404418,-0.0306797,1
569,8.82818e-44,54,0.576,1.79274,1.86225,1,51,0.16,1.79274,1.82544,1,44,0.16,0.0455686,0.0184078,1,43,0.032,-0.0455686,-0.0352817,1
580,8.82818e-44,54,0,1.77653,1.84538,1,51,0.032,1.77653,1.80703,1,44,0.096,0.0514698,0.0214758,1,43,0.096,-0.0514698,-0.0414176,1
593,8.82818e-44,54,0.48,1.7588,1.83464,1,51,0.192,1.7588,1.79476,1,44,0.224,0.0579183,0.0230098,1,43,0.064,-0.0579183,-0.0444853,1
605,8.82818e-44,54,0.288,1.7396,1.81777,1,51,0,1.7396,1.77788,1,44,0.224,0.0649043,0.0245438,1,43,0,-0.0649043,-0.0490873,1
617,8.82818e-44,54,0.032,1.72004,1.79783,1,51,0,1.72004,1.76101,1,44,0.032,0.072023,0.0306797,1,43,0.224,-0.072023,-0.0536892,1
629,8.82818e-44,54,0.256,1.70047,1.78095,1,51,0.096,1.70047,1.7426,1,44,0.16,0.0791418,0.0352817,1,43,0.128,-0.0791418,-0.0613592,1
641,8.82818e-44,54,0.16,1.67895,1.76101,1,51,0,1.67895,1.72573,1,44,0.032,0.0869719,0.0460193,1,43,0.256,-0.0869719,-0.0690291,1
653,8.82818e-44,54,0.224,1.65609,1.7426,1,51,0.16,1.65609,1.70732,1,44,0.224,0.0952923,0.0552232,1,43,0.096,-0.0952923,-0.075165,1
665,8.82818e-44,54,0.192,1.63322,1.72113,1,51,0.032,1.63322,1.68891,1,44,0.096,0.103613,0.0644271,1,43,0.128,-0.103613,-0.082835,1
678,8.82818e-44,54,0.352,1.60874,1.70118,1,51,0.064,1.60874,1.67204,1,44,0.384,0.112519,0.0720971,1,43,0,-0.112519,-0.0920389,1
689,8.82818e-44,54,0.032,1.58426,1.67357,1,51,0.064,1.58426,1.65056,1,44,0.064,0.121425,0.079767,1,43,0.096,-0.121425,-0.101243,1
702,8.82818e-44,54,0.288,1.55806,1.65363,1,51,0.16,1.55806,1.63369,1,44,0.352,0.130959,0.0859029,1,43,0.128,-0.130959,-0.107379,1
713,8.82818e-44,54,0.352,1.53066,1.62602,1,51,0.032,1.53066,1.61221,1,44,0.16,0.140928,0.0951068,1,43,0.032,-0.140928,-0.118117,1
726,8.82818e-44,54,0.096,1.50327,1.60148,1,51,0.032,1.50327,1.59074,1,44,0.032,0.150897,0.105845,1,43,0.128,-0.150897,-0.125787,1
737,8.82818e-44,54,0.48,1.47445,1.57233,1,51,0.096,1.47445,1.56006,1,44,0.192,0.161383,0.116583,1,43,0.032,-0.161383,-0.136524,1
750,8.82818e-44,54,0.128,1.44563,1.54472,1,51,0,1.44563,1.53705,1,44,0.064,0.171869,0.125787,1,43,0.192,-0.171869,-0.144194,1
761,8.82818e-44,54,0.704,1.41529,1.51557,1,51,0.288,1.41529,1.5079,1,44,0.416,0.182908,0.138058,1,43,0.032,-0.182908,-0.153398,1
774,8.82818e-44,54,0.16,1.38129,1.48796,1,51,0.064,1.38129,1.47722,1,44,0,0.195279,0.147262,1,43,0.032,-0.195279,-0.161068,1
786,8.82818e-44,54,0.672,1.3499,1.45728,1,51,0.192,1.3499,1.44501,1,44,0.384,0.206698,0.159534,1,43,0,-0.206698,-0.170272,1
798,8.82818e-44,54,0.032,1.31724,1.42353,1,51,0,1.31724,1.41433,1,44,0,0.218582,0.170272,1,43,0.128,-0.218582,-0.176408,1
810,8.82818e-44,54,0.512,1.28458,1.39439,1,51,0.128,1.28458,1.38212,1,44,0.352,0.230466,0.18101,1,43,0.096,-0.230466,-0.184078,1
823,8.82818e-44,54,0.032,1.25059,1.35911,1,51,0.096,1.25059,1.35297,1,44,0,0.242835,0.191748,1,43,0.096,-0.242835,-0.191748,1
