#Time,Head/Temperature/Sensor/,LShoulderPitch/Temperature/Sensor/,LShoulderPitch/ElectricCurrent/Sensor/,LShoulderPitch/Position/Actuator/,LShoulderPitch/Position/Sensor/,LShoulderPitch/Hardness/Actuator/,RShoulderPitch/Temperature/Sensor/,RShoulderPitch/ElectricCurrent/Sensor/,RShoulderPitch/Position/Actuator/,RShoulderPitch/Position/Sensor/,RShoulderPitch/Hardness/Actuator/,LShoulderRoll/Temperature/Sensor/,LShoulderRoll/ElectricCurrent/Sensor/,LShoulderRoll/Position/Actuator/,LShoulderRoll/Position/Sensor/,LShoulderRoll/Hardness/Actuator/,RShoulderRoll/Temperature/Sensor/,RShoulderRoll/ElectricCurrent/Sensor/,RShoulderRoll/Position/Actuator/,RShoulderRoll/Position/Sensor/,RShoulderRoll/Hardness/Actuator/
4,8.82818e-44,51,0.352,1.894,1.88986,1,50,0.288,1.894,1.87913,1,43,0.16,0.00872665,0.00766993,1,42,0.128,-0.00872665,-0.0107379,1
16,8.82818e-44,51,0.384,1.894,1.88986,1,50,0.32,1.894,1.87913,1,43,0.16,0.00872665,0.00766993,1,42,0.128,-0.00872665,-0.00920391,1
28,8.82818e-44,51,0.352,1.894,1.88986,1,50,0.32,1.894,1.87913,1,43,0.16,0.00872665,0.00766993,1,42,0.16,-0.00872665,-0.00920391,1
40,8.82818e-44,51,0.352,1.894,1.88986,1,50,0.32,1.894,1.87913,1,43,0.16,0.00872665,0.00766993,1,42,0.16,-0.00872665,-0.00920391,1
53,8.82818e-44,51,0.352,1.894,1.88986,1,50,0.32,1.894,1.87913,1,43,0.16,0.00872665,0.00766993,1,42,0.16,-0.00872665,-0.0107379,1
64,8.82818e-44,51,0.384,1.894,1.88986,1,50,0.352,1.894,1.87913,1,43,0.16,0.00872665,0.00766993,1,42,0.16,-0.00872665,-0.0107379,1
76,8.82818e-44,51,0.352,1.894,1.88986,1,50,0.352,1.894,1.87913,1,43,0.16,0.00872665,0.00766993,1,42,0.128,-0.00872665,-0.0107379,1
89,8.82818e-44,51,0.352,1.894,1.88986,1,50,0.384,1.894,1.87913,1,43,0.16,0.00872665,0.00766993,1,42,0.128,-0.00872665,-0.00920391,1
100,8.82818e-44,51,0.352,1.894,1.88986,1,50,0.384,1.894,1.87913,1,43,0.16,0.00872665,0.00766993,1,42,0.128,-0.00872665,-0.0107379,1
112,8.82818e-44,51,0.352,1.894,1.88986,1,50,0.416,1.894,1.87913,1,43,0.16,0.00872665,0.00766993,1,42,0.16,-0.00872665,-0.0107379,1
124,8.82818e-44,51,0.352,1.894,1.88986,1,50,0.384,1.894,1.87913,1,43,0.16,0.00872665,0.00766993,1,42,0.16,-0.00872665,-0.0107379,1
137,8.82818e-44,51,0.352,1.894,1.88986,1,50,0.416,1.894,1.87913,1,43,0.16,0.00872665,0.00766993,1,42,0.16,-0.00872665,-0.00920391,1
149,8.82818e-44,51,0.32,1.894,1.88986,1,50,0.448,1.894,1.87913,1,43,0.16,0.00872665,0.00766993,1,42,0.16,-0.00872665,-0.0107379,1
161,8.82818e-44,51,0.352,1.894,1.88986,1,50,0.416,1.894,1.87913,1,43,0.16,0.00872665,0.00766993,1,42,0.16,-0.00872665,-0.0107379,1
173,8.82818e-44,51,0.352,1.894,1.88986,1,50,0.448,1.894,1.87913,1,43,0.16,0.00872665,0.00766993,1,42,0.16,-0.00872665,-0.00920391,1
185,8.82818e-44,51,0.352,1.894,1.88986,1,50,0.416,1.894,1.87913,1,43,0.16,0.00872665,0.00766993,1,42,0.128,-0.00872665,-0.0107379,1
197,8.82818e-44,51,0.352,1.894,1.88986,1,50,0.448,1.894,1.87913,1,43,0.16,0.00872665,0.00766993,1,42,0.16,-0.00872665,-0.0107379,1
209,8.82818e-44,51,0.352,1.894,1.88986,1,50,0.48,1.894,1.87913,1,43,0.16,0.00872665,0.00766993,1,42,0.16,-0.00872665,-0.0107379,1
221,8.82818e-44,51,0.352,1.894,1.88986,1,50,0.448,1.894,1.87913,1,43,0.128,0.00872665,0.00766993,1,42,0.16,-0.00872665,-0.0107379,1
234,8.82818e-44,51,0.352,1.894,1.88986,1,50,0.416,1.894,1.87913,1,43,0.16,0.00872665,0.00766993,1,42,0.16,-0.00872665,-0.0107379,1
245,8.82818e-44,51,0.32,1.894,1.88986,1,50,0.416,1.894,1.88066,1,43,0.16,0.00872665,0.00766993,1,42,0.16,-0.00872665,-0.0107379,1
257,8.82818e-44,51,0.352,1.894,1.88986,1,50,0.128,1.894,1.88219,1,43,0.16,0.00872665,0.00766993,1,42,0.16,-0.00872665,-0.0107379,1
270,8.82818e-44,51,0.32,1.894,1.88986,1,50,0.288,1.894,1.88219,1,43,0.16,0.00872665,0.00766993,1,42,0.16,-0.00872665,-0.0107379,1
281,8.82818e-44,51,0.352,1.894,1.88986,1,50,0.288,1.894,1.88219,1,43,0.16,0.00872665,0.00766993,1,42,0.128,-0.00872665,-0.0107379,1
294,8.82818e-44,51,0.352,1.894,1.88986,1,50,0.32,1.894,1.88219,1,43,0.128,0.00872665,0.00766993,1,42,0.16,-0.00872665,-0.0107379,1
305,8.82818e-44,51,0.288,1.894,1.8914,1,50,0.32,1.894,1.88219,1,43,0.128,0.00872665,0.00766993,1,42,0.16,-0.00872665,-0.0107379,1
317,8.82818e-44,51,0.256,1.894,1.8914,1,50,0.32,1.894,1.88219,1,43,0.16,0.00872665,0.00766993,1,42,0.16,-0.00872665,-0.0107379,1
329,8.82818e-44,51,0.288,1.89319,1.8914,1,50,0.32,1.894,1.88219,1,43,0.16,0.00902294,0.00766993,1,42,0.128,-0.00872665,-0.00920391,1
342,8.82818e-44,51,0.32,1.89095,1.8914,1,50,0.32,1.89337,1.88219,1,43,0.16,0.00983793,0.00766993,1,42,0.16,-0.0089571,-0.00920391,1
354,8.82818e-44,51,0.224,1.88871,1.8914,1,50,0.352,1.89273,1.88219,1,43,0,0.0106529,0.00766993,1,42,0.16,-0.00918755,-0.00920391,1
366,8.82818e-44,51,0,1.88439,1.8914,1,50,0.288,1.89038,1.88219,1,43,0,0.0122231,0.00766993,1,42,0.128,-0.0100427,-0.00920391,1
378,8.82818e-44,51,0.128,1.87839,1.8914,1,50,0.192,1.88643,1.88219,1,43,0,0.0144057,0.00766993,1,42,0.128,-0.0114819,-0.0107379,1
390,8.82818e-44,51,0.352,1.87239,1.8914,1,50,0,1.88247,1.88219,1,43,0.288,0.0165883,0.00766993,1,42,0,-0.0129211,-0.0107379,1
402,8.82818e-44,51,0.128,1.86431,1.8914,1,50,0.128,1.87645,1.88219,1,43,0.064,0.0195277,0.00766993,1,42,0,-0.0151136,-0.0107379,1
414,8.82818e-44,51,0,1.85624,1.8914,1,50,0.096,1.87042,1.87913,1,43,0.128,0.0224672,0.00920391,1,42,0.128,-0.017306,-0.0107379,1
427,8.82818e-44,51,0.32,1.84587,1.8914,1,50,0.16,1.86207,1.87452,1,43,0.064,0.0262402,0.00920391,1,42,0.032,-0.0203437,-0.0122719,1
438,8.82818e-44,51,0.096,1.83384,1.88986,1,50,0.064,1.85203,1.86992,1,43,0.128,0.0306164,0.00920391,1,42,0.096,-0.0239991,-0.0153399,1
451,8.82818e-44,51,0.16,1.82181,1.88219,1,50,0.256,1.84198,1.86379,1,43,0.032,0.0349927,0.0153399,1,42,0.032,-0.0276546,-0.0168738,1
