#Time,Head/Temperature/Sensor/,LShoulderPitch/Temperature/Sensor/,LShoulderPitch/ElectricCurrent/Sensor/,LShoulderPitch/Position/Actuator/,LShoulderPitch/Position/Sensor/,LShoulderPitch/Hardness/Actuator/,RShoulderPitch/Temperature/Sensor/,RShoulderPitch/ElectricCurrent/Sensor/,RShoulderPitch/Position/Actuator/,RShoulderPitch/Position/Sensor/,RShoulderPitch/Hardness/Actuator/,LShoulderRoll/Temperature/Sensor/,LShoulderRoll/ElectricCurrent/Sensor/,LShoulderRoll/Position/Actuator/,LShoulderRoll/Position/Sensor/,LShoulderRoll/Hardness/Actuator/,RShoulderRoll/Temperature/Sensor/,RShoulderRoll/ElectricCurrent/Sensor/,RShoulderRoll/Position/Actuator/,RShoulderRoll/Position/Sensor/,RShoulderRoll/Hardness/Actuator/
7,8.82818e-44,50,0.32,1.894,1.88833,1,49,0.288,1.894,1.87606,1,42,0.16,0.00872665,0.00920391,1,41,0.128,-0.00872665,-0.0107379,1
19,8.82818e-44,50,0.32,1.894,1.88833,1,49,0.32,1.894,1.87606,1,42,0.128,0.00872665,0.00766993,1,41,0.128,-0.00872665,-0.00920391,1
31,8.82818e-44,50,0.256,1.894,1.88986,1,49,0.256,1.894,1.87606,1,42,0.128,0.00872665,0.00920391,1,41,0.128,-0.00872665,-0.0107379,1
43,8.82818e-44,50,0.256,1.894,1.88986,1,49,0.192,1.894,1.87759,1,42,0.128,0.00872665,0.00920391,1,41,0.128,-0.00872665,-0.0107379,1
56,8.82818e-44,50,0.256,1.894,1.88986,1,49,0.192,1.894,1.87913,1,42,0.128,0.00872665,0.00766993,1,41,0.128,-0.00872665,-0.00920391,1
67,8.82818e-44,50,0.32,1.894,1.88986,1,49,0.256,1.894,1.87913,1,42,0.16,0.00872665,0.00766993,1,41,0.128,-0.00872665,-0.0107379,1
79,8.82818e-44,50,0.352,1.894,1.88986,1,49,0.256,1.894,1.87913,1,42,0.16,0.00872665,0.00920391,1,41,0.128,-0.00872665,-0.0107379,1
92,8.82818e-44,50,0.32,1.894,1.88986,1,49,0.256,1.894,1.87913,1,42,0.16,0.00872665,0.00766993,1,41,0.128,-0.00872665,-0.0107379,1
104,8.82818e-44,50,0.32,1.894,1.88986,1,49,0.256,1.894,1.87913,1,42,0.128,0.00872665,0.00766993,1,41,0.16,-0.00872665,-0.0107379,1
115,8.82818e-44,50,0.352,1.894,1.88986,1,49,0.256,1.894,1.87913,1,42,0.128,0.00872665,0.00920391,1,41,0.128,-0.00872665,-0.00920391,1
128,8.82818e-44,50,0.352,1.894,1.88986,1,49,0.288,1.894,1.87913,1,42,0.16,0.00872665,0.00766993,1,41,0.16,-0.00872665,-0.00920391,1
140,8.82818e-44,50,0.352,1.894,1.88986,1,49,0.32,1.894,1.87913,1,42,0.128,0.00872665,0.00920391,1,41,0.16,-0.00872665,-0.00920391,1
152,8.82818e-44,50,0.352,1.894,1.88986,1,49,0.32,1.894,1.87913,1,42,0.128,0.00872665,0.00920391,1,41,0.128,-0.00872665,-0.00920391,1
164,8.82818e-44,50,0.352,1.894,1.88986,1,49,0.288,1.894,1.87913,1,42,0.128,0.00872665,0.00920391,1,41,0.16,-0.00872665,-0.0107379,1
176,8.82818e-44,50,0.352,1.894,1.88986,1,49,0.288,1.894,1.87913,1,42,0.16,0.00872665,0.00766993,1,41,0.128,-0.00872665,-0.0107379,1
188,8.82818e-44,50,0.352,1.894,1.88986,1,49,0.288,1.894,1.87913,1,42,0.128,0.00872665,0.00766993,1,41,0.128,-0.00872665,-0.00920391,1
200,8.82818e-44,50,0.352,1.894,1.88986,1,49,0.256,1.894,1.87913,1,42,0.128,0.00872665,0.00920391,1,41,0.16,-0.00872665,-0.00920391,1
212,8.82818e-44,50,0.352,1.894,1.88986,1,49,0.32,1.894,1.87913,1,42,0.128,0.00872665,0.00920391,1,41,0.16,-0.00872665,-0.00920391,1
224,8.82818e-44,50,0.352,1.894,1.88986,1,49,0.32,1.894,1.87913,1,42,0.128,0.00872665,0.00766993,1,41,0.128,-0.00872665,-0.00920391,1
236,8.82818e-44,50,0.352,1.894,1.88986,1,49,0.32,1.894,1.87913,1,42,0.128,0.00872665,0.00920391,1,41,0.128,-0.00872665,-0.0107379,1
248,8.82818e-44,50,0.352,1.894,1.88986,1,49,0.352,1.894,1.87913,1,42,0.128,0.00872665,0.00920391,1,41,0.128,-0.00872665,-0.00920391,1
260,8.82818e-44,50,0.352,1.894,1.88986,1,49,0.288,1.894,1.88066,1,42,0.128,0.00872665,0.00920391,1,41,0.128,-0.00872665,-0.00920391,1
