#Time,Head/Temperature/Sensor/,LShoulderPitch/Temperature/Sensor/,LShoulderPitch/ElectricCurrent/Sensor/,LShoulderPitch/Position/Actuator/,LShoulderPitch/Position/Sensor/,LShoulderPitch/Hardness/Actuator/,RShoulderPitch/Temperature/Sensor/,RShoulderPitch/ElectricCurrent/Sensor/,RShoulderPitch/Position/Actuator/,RShoulderPitch/Position/Sensor/,RShoulderPitch/Hardness/Actuator/,LShoulderRoll/Temperature/Sensor/,LShoulderRoll/ElectricCurrent/Sensor/,LShoulderRoll/Position/Actuator/,LShoulderRoll/Position/Sensor/,LShoulderRoll/Hardness/Actuator/,RShoulderRoll/Temperature/Sensor/,RShoulderRoll/ElectricCurrent/Sensor/,RShoulderRoll/Position/Actuator/,RShoulderRoll/Position/Sensor/,RShoulderRoll/Hardness/Actuator/
9,8.82818e-44,52,0.256,1.894,1.88986,1,51,0.288,1.894,1.87606,1,44,0.128,0.00872665,0.00766993,1,42,0.16,-0.00872665,-0.0107379,1
20,8.82818e-44,52,0.288,1.894,1.88986,1,51,0.288,1.894,1.87606,1,44,0.16,0.00872665,0.00766993,1,42,0.16,-0.00872665,-0.00920391,1
33,8.82818e-44,52,0.288,1.894,1.88833,1,51,0.256,1.894,1.87606,1,44,0.16,0.00872665,0.00766993,1,42,0.16,-0.00872665,-0.00920391,1
44,8.82818e-44,52,0.288,1.894,1.88986,1,51,0.288,1.894,1.87759,1,44,0.16,0.00872665,0.00920391,1,42,0.16,-0.00872665,-0.0107379,1
57,8.82818e-44,52,0.32,1.894,1.88986,1,51,0.288,1.894,1.87606,1,44,0.128,0.00872665,0.00766993,1,42,0.16,-0.00872665,-0.0107379,1
68,8.82818e-44,52,0.256,1.894,1.88986,1,51,0.32,1.894,1.87759,1,44,0.128,0.00872665,0.00920391,1,42,0.16,-0.00872665,-0.0107379,1
81,8.82818e-44,52,0.32,1.894,1.88986,1,51,0.256,1.894,1.87759,1,44,0.16,0.00872665,0.00920391,1,42,0.16,-0.00872665,-0.0107379,1
92,8.82818e-44,52,0.288,1.894,1.88986,1,51,0.224,1.894,1.87759,1,44,0.16,0.00872665,0.00920391,1,42,0.192,-0.00872665,-0.0107379,1
105,8.82818e-44,52,0.256,1.894,1.88986,1,51,0.192,1.894,1.87913,1,44,0.16,0.00872665,0.00766993,1,42,0.192,-0.00872665,-0.0107379,1
116,8.82818e-44,52,0.288,1.894,1.88986,1,51,0.256,1.894,1.87913,1,44,0.16,0.00872665,0.00920391,1,42,0.16,-0.00872665,-0.00920391,1
129,8.82818e-44,52,0.288,1.894,1.88833,1,51,0.288,1.894,1.87913,1,44,0.16,0.00872665,0.00766993,1,42,0.16,-0.00872665,-0.00920391,1
140,8.82818e-44,52,0.32,1.894,1.88986,1,51,0.288,1.894,1.87913,1,44,0.16,0.00872665,0.00920391,1,42,0.192,-0.00872665,-0.0107379,1
153,8.82818e-44,52,0.32,1.894,1.88986,1,51,0.288,1.894,1.87913,1,44,0.16,0.00872665,0.00766993,1,42,0.16,-0.00872665,-0.0107379,1
165,8.82818e-44,52,0.32,1.894,1.88986,1,51,0.288,1.894,1.87913,1,44,0.16,0.00872665,0.00766993,1,42,0.192,-0.00872665,-0.0107379,1
177,8.82818e-44,52,0.352,1.894,1.88986,1,51,0.288,1.894,1.87913,1,44,0.16,0.00872665,0.00766993,1,42,0.16,-0.00872665,-0.0107379,1
189,8.82818e-44,52,0.352,1.894,1.88986,1,51,0.32,1.894,1.87913,1,44,0.16,0.00872665,0.00766993,1,42,0.16,-0.00872665,-0.0107379,1
201,8.82818e-44,52,0.352,1.894,1.88986,1,51,0.288,1.894,1.87913,1,44,0.16,0.00872665,0.00766993,1,42,0.16,-0.00872665,-0.00920391,1
213,8.82818e-44,52,0.352,1.894,1.88986,1,51,0.288,1.894,1.87759,1,44,0.16,0.00872665,0.00766993,1,42,0.16,-0.00872665,-0.00920391,1
225,8.82818e-44,52,0.352,1.894,1.88986,1,51,0.32,1.894,1.87913,1,44,0.128,0.00872665,0.00766993,1,42,0.16,-0.00872665,-0.0107379,1
237,8.82818e-44,52,0.384,1.894,1.88986,1,51,0.32,1.894,1.87913,1,44,0.128,0.00872665,0.00766993,1,42,0.16,-0.00872665,-0.0107379,1
249,8.82818e-44,52,0.32,1.894,1.88986,1,51,0.32,1.894,1.87913,1,44,0.128,0.00872665,0.00766993,1,42,0.16,-0.00872665,-0.0107379,1
262,8.82818e-44,52,0.352,1.894,1.88986,1,51,0.32,1.894,1.87913,1,44,0.128,0.00872665,0.00766993,1,42,0.192,-0.00872665,-0.0107379,1
273,8.82818e-44,52,0.352,1.894,1.88986,1,51,0.288,1.894,1.87913,1,44,0.16,0.00872665,0.00766993,1,42,0.192,-0.00872665,-0.0107379,1
286,8.82818e-44,52,0.352,1.894,1.88986,1,51,0.32,1.894,1.87913,1,44,0.128,0.00872665,0.00920391,1,42,0.192,-0.00872665,-0.00920391,1
297,8.82818e-44,52,0.352,1.894,1.88986,1,51,0.352,1.894,1.87913,1,44,0.128,0.00872665,0.00766993,1,42,0.192,-0.00872665,-0.0107379,1
310,8.82818e-44,52,0.352,1.894,1.88986,1,51,0.256,1.894,1.87913,1,44,0.128,0.00872665,0.00766993,1,42,0.16,-0.00872665,-0.0107379,1
321,8.82818e-44,52,0.352,1.894,1.88986,1,51,0.256,1.894,1.88066,1,44,0.128,0.00872665,0.00766993,1,42,0.192,-0.00872665,-0.0107379,1
334,8.82818e-44,52,0.352,1.894,1.88986,1,51,0.192,1.894,1.88219,1,44,0.128,0.00872665,0.00766993,1,42,0.192,-0.00872665,-0.0107379,1
345,8.82818e-44,52,0.352,1.894,1.88986,1,51,0.288,1.894,1.88066,1,44,0.128,0.00872665,0.00920391,1,42,0.192,-0.00872665,-0.00920391,1
358,8.82818e-44,52,0.352,1.894,1.88986,1,51,0.256,1.894,1.88219,1,44,0.128,0.00872665,0.00920391,1,42,0.192,-0.00872665,-0.00920391,1
370,8.82818e-44,52,0.352,1.894,1.88986,1,51,0.256,1.894,1.88219,1,44,0.128,0.00872665,0.00766993,1,42,0.192,-0.00872665,-0.0107379,1
383,8.82818e-44,52,0.352,1.894,1.88986,1,51,0.224,1.894,1.88066,1,44,0.128,0.00872665,0.00766993,1,42,0.192,-0.00872665,-0.0107379,1
394,8.82818e-44,52,0.384,1.894,1.88986,1,51,0.224,1.894,1.88219,1,44,0.16,0.00872665,0.00766993,1,42,0.192,-0.00872665,-0.0107379,1
406,8.82818e-44,52,0.352,1.894,1.88986,1,51,0.256,1.894,1.88066,1,44,0.128,0.00872665,0.00766993,1,42,0.192,-0.00872665,-0.0107379,1
419,8.82818e-44,52,0.352,1.894,1.88986,1,51,0.256,1.894,1.88219,1,44,0.128,0.00872665,0.00766993,1,42,0.192,-0.00872665,-0.0107379,1
430,8.82818e-44,52,0.352,1.894,1.88986,1,51,0.256,1.894,1.88219,1,44,0.128,0.00872665,0.00766993,1,42,0.192,-0.00872665,-0.0107379,1
443,8.82818e-44,52,0.352,1.894,1.88986,1,51,0.256,1.894,1.88219,1,44,0.128,0.00872665,0.00766993,1,42,0.192,-0.00872665,-0.0107379,1
454,8.82818e-44,52,0.352,1.894,1.88986,1,51,0.288,1.894,1.88219,1,44,0.128,0.00872665,0.00920391,1,42,0.192,-0.00872665,-0.0107379,1
467,8.82818e-44,52,0.352,1.894,1.88986,1,51,0.32,1.894,1.88219,1,44,0.16,0.00872665,0.00766993,1,42,0.192,-0.00872665,-0.0107379,1
478,8.82818e-44,52,0.352,1.894,1.88986,1,51,0.32,1.894,1.88066,1,44,0.16,0.00872665,0.00766993,1,42,0.16,-0.00872665,-0.0107379,1
490,8.82818e-44,52,0.352,1.894,1.88986,1,51,0.288,1.894,1.88219,1,44,0.16,0.00872665,0.00920391,1,42,0.192,-0.00872665,-0.0107379,1
503,8.82818e-44,52,0.352,1.894,1.88986,1,51,0.288,1.894,1.88219,1,44,0.16,0.00872665,0.00766993,1,42,0.16,-0.00872665,-0.0107379,1
514,8.82818e-44,52,0.352,1.89338,1.88986,1,51,0.256,1.894,1.88219,1,44,0.16,0.00895087,0.00766993,1,42,0.16,-0.00872665,-0.0107379,1
527,8.82818e-44,52,0.384,1.89277,1.88986,1,51,0.256,1.894,1.88219,1,44,0.16,0.00917509,0.00920391,1,42,0.192,-0.00872665,-0.00920391,1
538,8.82818e-44,52,0.352,1.89048,1.88986,1,51,0.288,1.89331,1.88219,1,44,0.096,0.0100088,0.00766993,1,42,0.192,-0.00897805,-0.0107379,1
551,8.82818e-44,52,0.224,1.88818,1.88986,1,51,0.288,1.89262,1.88219,1,44,0,0.0108426,0.00766993,1,42,0.16,-0.00922945,-0.0107379,1
562,8.82818e-44,52,0,1.88364,1.88986,1,51,0.224,1.89007,1.88219,1,44,0,0.0124967,0.00920391,1,42,0.192,-0.0101557,-0.0107379,1
575,8.82818e-44,52,0,1.87688,1.88986,1,51,0.256,1.88555,1.88373,1,44,0,0.0149568,0.00766993,1,42,0.128,-0.0118016,-0.0107379,1
587,8.82818e-44,52,0.448,1.87064,1.88833,1,51,0,1.88137,1.88219,1,44,0.256,0.0172276,0.00920391,1,42,0,-0.0133209,-0.0107379,1
599,8.82818e-44,52,0.352,1.86221,1.88986,1,51,0.128,1.87501,1.88219,1,44,0.064,0.0202947,0.00920391,1,42,0,-0.0156374,-0.00920391,1
611,8.82818e-44,52,0.096,1.85212,1.88986,1,51,0.128,1.86695,1.87913,1,44,0,0.0239649,0.00920391,1,42,0.128,-0.0185682,-0.0107379,1
623,8.82818e-44,52,0.416,1.84203,1.88986,1,51,0.192,1.8589,1.87452,1,44,0.16,0.027635,0.00920391,1,42,0.032,-0.021499,-0.0138059,1
636,8.82818e-44,52,0.192,1.82995,1.88833,1,51,0.128,1.84879,1.86992,1,44,0.128,0.0320325,0.0107379,1,42,0.096,-0.0251754,-0.0153399,1
647,8.82818e-44,52,0.16,1.81786,1.87759,1,51,0.096,1.83869,1.86225,1,44,0.128,0.0364301,0.0168738,1,42,0.064,-0.0288519,-0.0184078,1
660,8.82818e-44,52,0.32,1.8036,1.86685,1,51,0.096,1.82635,1.84998,1,44,0.224,0.0416193,0.0184078,1,42,0.064,-0.0333428,-0.0230098,1
671,8.82818e-44,52,0.064,1.78777,1.85458,1,51,0.064,1.81239,1.83924,1,44,0.224,0.0473776,0.0214758,1,42,0.032,-0.0384204,-0.0276117,1
684,8.82818e-44,52,0.032,1.77195,1.84231,1,51,0.096,1.79844,1.82851,1,44,0.192,0.0531358,0.0230098,1,42,0.064,-0.043498,-0.0306797,1
695,8.82818e-44,52,0.352,1.75427,1.82237,1,51,0.032,1.78257,1.81163,1,44,0.192,0.0595664,0.0276117,1,42,0.064,-0.0492698,-0.0352817,1
708,8.82818e-44,52,0,1.7366,1.8055,1,51,0.128,1.76671,1.80089,1,44,0.032,0.065997,0.0322137,1,42,0.128,-0.0550416,-0.0398836,1
719,8.82818e-44,52,0.384,1.71694,1.78249,1,51,0.064,1.74879,1.78402,1,44,0.288,0.0731509,0.0383496,1,42,0.096,-0.0615614,-0.0460193,1
732,8.82818e-44,52,0.032,1.69586,1.76408,1,51,0.064,1.7294,1.76868,1,44,0,0.0808207,0.0429513,1,42,0.224,-0.0686152,-0.0521553,1
744,8.82818e-44,52,0.544,1.67478,1.7426,1,51,0.064,1.71002,1.75334,1,44,0.352,0.0884906,0.0490873,1,42,0.192,-0.075669,-0.0598252,1
755,8.82818e-44,52,0.064,1.65203,1.72113,1,51,0.064,1.6889,1.73493,1,44,0.096,0.096767,0.0552232,1,42,0.256,-0.0833517,-0.0659611,1
768,8.82818e-44,52,0.032,1.62929,1.70272,1,51,0.064,1.66779,1.72113,1,44,0.16,0.105043,0.0613592,1,42,0,-0.0910343,-0.0720971,1
780,8.82818e-44,52,0.704,1.60271,1.68124,1,51,0.064,1.64291,1.70118,1,44,0.256,0.114713,0.0690291,1,42,0.16,-0.100088,-0.082835,1
792,8.82818e-44,52,0.288,1.57688,1.66284,1,51,0.032,1.61859,1.68431,1,44,0.032,0.124113,0.079767,1,42,0.064,-0.108937,-0.0889709,1
805,8.82818e-44,52,0.896,1.55104,1.64443,1,51,0.064,1.59427,1.66284,1,44,0.256,0.133512,0.0889709,1,42,0.032,-0.117786,-0.0981748,1
816,8.82818e-44,52,0.224,1.5237,1.61528,1,51,0.032,1.56838,1.64136,1,44,0.128,0.14346,0.0997088,1,42,0.128,-0.127206,-0.108913,1
829,8.82818e-44,52,0.224,1.49636,1.59227,1,51,0.128,1.54249,1.62295,1,44,0,0.153408,0.110447,1,42,0,-0.136626,-0.115049,1
840,8.82818e-44,52,0.864,1.46743,1.56773,1,51,0.128,1.51493,1.59994,1,44,0.544,0.163937,0.119651,1,42,0.096,-0.146652,-0.124253,1
853,8.82818e-44,52,0.896,1.43738,1.53705,1,51,0.032,1.48622,1.5754,1,44,0.416,0.174869,0.127321,1,42,0.128,-0.1571,-0.133456,1
864,8.82818e-44,52,1.248,1.40733,1.51097,1,51,0.256,1.4575,1.54779,1,44,0.8,0.185802,0.138058,1,42,0.064,-0.167548,-0.14266,1
877,8.82818e-44,52,0.928,1.37599,1.47722,1,51,0.032,1.42742,1.52018,1,44,0.512,0.197208,0.148796,1,42,0.16,-0.178491,-0.15033,1
