Date;count
2018-02-19 10:38:04;197042
2018-02-19 10:38:15;197043
2018-02-19 10:38:27;197044
2018-02-19 10:38:38;197045
2018-02-19 10:38:48;197046
2018-02-19 10:38:58;197047
2018-02-19 10:39:08;197048
2018-02-19 10:39:18;197049
2018-02-19 10:39:28;197050
2018-02-19 10:39:38;197051
2018-02-19 10:39:49;197052
2018-02-19 10:39:59;197053
2018-02-19 10:40:09;197054
2018-02-19 10:40:19;197055
2018-02-19 10:40:29;197056
2018-02-19 10:40:39;197057
2018-02-19 10:40:49;197058
2018-02-19 10:41:00;197059
2018-02-19 10:41:10;197060
2018-02-19 10:41:20;197061
2018-02-19 10:41:30;197062
2018-02-19 10:41:40;197063
2018-02-19 10:41:50;197064
2018-02-19 10:42:00;197065
2018-02-19 10:42:11;197066
2018-02-19 10:42:21;197067
2018-02-19 10:42:31;197068
2018-02-19 10:42:41;197069
2018-02-19 10:42:51;197070
2018-02-19 10:43:01;197071
2018-02-19 10:43:11;197072
2018-02-19 10:43:22;197073
2018-02-19 10:43:32;197074
2018-02-19 10:43:42;197075
2018-02-19 10:43:52;197076
2018-02-19 10:44:02;197077
2018-02-19 10:44:12;197078
2018-02-19 10:44:23;197079
2018-02-19 10:44:33;197080
2018-02-19 10:44:43;197081
2018-02-19 10:44:53;197082
2018-02-19 10:45:03;197083
2018-02-19 10:45:13;197084
2018-02-19 10:45:23;197085
2018-02-19 10:45:34;197086
2018-02-19 10:45:44;197087
2018-02-19 10:45:54;197088
2018-02-19 10:46:04;197089
2018-02-19 10:46:14;197090
2018-02-19 10:46:24;197091
2018-02-19 10:46:34;197092
2018-02-19 10:46:45;197093
2018-02-19 10:46:55;197094
2018-02-19 10:47:05;197095
2018-02-19 10:47:15;197096
2018-02-19 10:47:25;197097
2018-02-19 10:47:35;197098
2018-02-19 10:47:45;197099
2018-02-19 10:47:56;197100
2018-02-19 10:48:06;197101
2018-02-19 10:48:16;197102
2018-02-19 10:48:26;197103
2018-02-19 10:48:36;197104
2018-02-19 10:48:46;197105
2018-02-19 10:48:56;197106
2018-02-19 10:49:07;197107
2018-02-19 10:49:17;197108
2018-02-19 10:49:27;197109
2018-02-19 10:49:37;197110
2018-02-19 10:49:47;197111
2018-02-19 10:49:57;197112
2018-02-19 10:50:07;197113
2018-02-19 10:50:18;197114
2018-02-19 10:50:28;197115
2018-02-19 10:50:38;197116
2018-02-19 10:50:48;197117
2018-02-19 10:50:58;197118
2018-02-19 10:51:08;197119
2018-02-19 10:51:19;197120
2018-02-19 10:51:29;197121
2018-02-19 10:51:39;197122
2018-02-19 10:51:49;197123
2018-02-19 10:51:59;197124
2018-02-19 10:52:09;197125
2018-02-19 10:52:19;197126
2018-02-19 10:52:30;197127
2018-02-19 10:52:40;197128
2018-02-19 10:52:50;197129
2018-02-19 10:53:00;197130
2018-02-19 10:53:10;197131
2018-02-19 10:53:20;197132
2018-02-19 10:53:30;197133
2018-02-19 10:53:41;197134
2018-02-19 10:53:51;197135
2018-02-19 10:54:01;197136
2018-02-19 10:54:11;197137
2018-02-19 10:54:21;197138
2018-02-19 10:54:31;197139
2018-02-19 10:54:41;197140
2018-02-19 10:54:52;197141
2018-02-19 10:55:02;197142
2018-02-19 10:55:12;197143
2018-02-19 10:55:22;197144
2018-02-19 10:55:32;197145
2018-02-19 10:55:42;197146
2018-02-19 10:55:52;197147
2018-02-19 10:56:03;197148
2018-02-19 10:56:13;197149
2018-02-19 10:56:23;197150
2018-02-19 10:56:33;197151
2018-02-19 10:56:43;197152
2018-02-19 10:56:53;197153
2018-02-19 10:57:04;197154
2018-02-19 10:57:14;197155
2018-02-19 10:57:24;197156
2018-02-19 10:57:34;197157
2018-02-19 10:57:44;197158
2018-02-19 10:57:54;197159
2018-02-19 10:58:04;197160
2018-02-19 10:58:15;197161
2018-02-19 10:58:25;197162
2018-02-19 10:58:35;197163
2018-02-19 10:58:45;197164
2018-02-19 10:58:55;197165
2018-02-19 10:59:05;197166
2018-02-19 10:59:15;197167
2018-02-19 10:59:26;197168
2018-02-19 10:59:36;197169
2018-02-19 10:59:46;197170
2018-02-19 10:59:56;197171
2018-02-19 11:00:06;197172
2018-02-19 11:00:16;197173
2018-02-19 11:00:26;197174
2018-02-19 11:00:37;197175
2018-02-19 11:00:47;197176
2018-02-19 11:00:57;197177
2018-02-19 11:01:07;197178
2018-02-19 11:01:17;197179
2018-02-19 11:01:27;197180
2018-02-19 11:01:37;197181
2018-02-19 11:01:48;197182
2018-02-19 11:01:58;197183
2018-02-19 11:02:08;197184
2018-02-19 11:02:18;197185
2018-02-19 11:02:28;197186
2018-02-19 11:02:38;197187
2018-02-19 11:02:49;197188
2018-02-19 11:02:59;197189
2018-02-19 11:03:09;197190
2018-02-19 11:03:19;197191
2018-02-19 11:03:29;197192
2018-02-19 11:03:39;197193
2018-02-19 11:03:49;197194
2018-02-19 11:04:00;197195
2018-02-19 11:04:10;197196
2018-02-19 11:04:20;197197
2018-02-19 11:04:30;197198
2018-02-19 11:04:40;197199
2018-02-19 11:04:50;197200
2018-02-19 11:05:00;197201
2018-02-19 11:05:11;197202
2018-02-19 11:05:21;197203
2018-02-19 11:05:31;197204
2018-02-19 11:05:41;197205
2018-02-19 11:05:51;197206
2018-02-19 11:06:01;197207
2018-02-19 11:06:11;197208
2018-02-19 11:06:22;197209
2018-02-19 11:06:32;197210
2018-02-19 11:06:42;197211
2018-02-19 11:06:52;197212
2018-02-19 11:07:02;197213
2018-02-19 11:07:12;197214
2018-02-19 11:07:22;197215
2018-02-19 11:07:33;197216
2018-02-19 11:07:43;197217
2018-02-19 11:07:53;197218
2018-02-19 11:08:03;197219
2018-02-19 11:08:13;197220
2018-02-19 11:08:23;197221
2018-02-19 11:08:34;197222
2018-02-19 11:08:44;197223
2018-02-19 11:08:54;197224
2018-02-19 11:09:04;197225
2018-02-19 11:09:14;197226
2018-02-19 11:09:24;197227
2018-02-19 11:09:34;197228
2018-02-19 11:09:45;197229
2018-02-19 11:09:55;197230
2018-02-19 11:10:05;197231
2018-02-19 11:10:15;197232
2018-02-19 11:10:25;197233
2018-02-19 11:10:35;197234
2018-02-19 11:10:45;197235
2018-02-19 11:10:56;197236
2018-02-19 11:11:06;197237
2018-02-19 11:11:16;197238
2018-02-19 11:11:26;197239
2018-02-19 11:11:36;197240
2018-02-19 11:11:46;197241
2018-02-19 11:11:56;197242
2018-02-19 11:12:07;197243
2018-02-19 11:12:17;197244
2018-02-19 11:12:27;197245
2018-02-19 11:12:37;197246
2018-02-19 11:12:47;197247
2018-02-19 11:12:57;197248
2018-02-19 11:13:07;197249
2018-02-19 11:13:18;197250
2018-02-19 11:13:28;197251
2018-02-19 11:13:38;197252
2018-02-19 11:13:48;197253
2018-02-19 11:13:58;197254
2018-02-19 11:14:08;197255
2018-02-19 11:14:18;197256
2018-02-19 11:14:29;197257
2018-02-19 11:14:39;197258
2018-02-19 11:14:49;197259
2018-02-19 11:14:59;197260
2018-02-19 11:15:09;197261
2018-02-19 11:15:19;197262
2018-02-19 11:15:29;197263
2018-02-19 11:15:40;197264
2018-02-19 11:15:50;197265
2018-02-19 11:16:00;197266
2018-02-19 11:16:10;197267
2018-02-19 11:16:20;197268
2018-02-19 11:16:30;197269
2018-02-19 11:16:41;197270
2018-02-19 11:16:51;197271
2018-02-19 11:17:01;197272
2018-02-19 11:17:11;197273
2018-02-19 11:17:21;197274
2018-02-19 11:17:31;197275
2018-02-19 11:17:41;197276
2018-02-19 11:17:52;197277
2018-02-19 11:18:02;197278
2018-02-19 11:18:12;197279
2018-02-19 11:18:22;197280
2018-02-19 11:18:32;197281
2018-02-19 11:18:42;197282
2018-02-19 11:18:52;197283
2018-02-19 11:19:03;197284
2018-02-19 11:19:13;197285
2018-02-19 11:19:23;197286
2018-02-19 11:19:33;197287
2018-02-19 11:19:43;197288
2018-02-19 11:19:53;197289
2018-02-19 11:20:03;197290
2018-02-19 11:20:14;197291
2018-02-19 11:20:24;197292
2018-02-19 11:20:34;197293
2018-02-19 11:20:44;197294
2018-02-19 11:20:54;197295
2018-02-19 11:21:04;197296
2018-02-19 11:21:14;197297
2018-02-19 11:21:25;197298
2018-02-19 11:21:35;197299
2018-02-19 11:21:45;197300
2018-02-19 11:21:55;197301
2018-02-19 11:22:05;197302
2018-02-19 11:22:15;197303
2018-02-19 11:22:25;197304
2018-02-19 11:22:36;197305
2018-02-19 11:22:46;197306
2018-02-19 11:22:56;197307
2018-02-19 11:23:06;197308
2018-02-19 11:23:16;197309
2018-02-19 11:23:26;197310
2018-02-19 11:23:37;197311
2018-02-19 11:23:47;197312
2018-02-19 11:23:57;197313
