Date;count
2018-02-19 10:38:04;197041
2018-02-19 10:38:17;197042
2018-02-19 10:38:27;197043
2018-02-19 10:38:38;197044
2018-02-19 10:38:48;197045
2018-02-19 10:38:58;197046
2018-02-19 10:39:08;197047
2018-02-19 10:39:18;197048
2018-02-19 10:39:28;197049
2018-02-19 10:39:38;197050
2018-02-19 10:39:49;197051
2018-02-19 10:39:59;197052
2018-02-19 10:40:09;197053
2018-02-19 10:40:19;197054
2018-02-19 10:40:29;197055
2018-02-19 10:40:39;197056
2018-02-19 10:40:49;197057
2018-02-19 10:41:00;197058
2018-02-19 10:41:10;197059
2018-02-19 10:41:20;197060
2018-02-19 10:41:30;197061
2018-02-19 10:41:40;197062
2018-02-19 10:41:50;197063
2018-02-19 10:42:00;197064
2018-02-19 10:42:11;197065
2018-02-19 10:42:21;197066
2018-02-19 10:42:31;197067
2018-02-19 10:42:41;197068
2018-02-19 10:42:51;197069
2018-02-19 10:43:01;197070
2018-02-19 10:43:12;197071
2018-02-19 10:43:22;197072
2018-02-19 10:43:32;197073
2018-02-19 10:43:42;197074
2018-02-19 10:43:52;197075
2018-02-19 10:44:02;197076
2018-02-19 10:44:12;197077
2018-02-19 10:44:23;197078
2018-02-19 10:44:33;197079
2018-02-19 10:44:43;197080
2018-02-19 10:44:53;197081
2018-02-19 10:45:03;197082
2018-02-19 10:45:13;197083
2018-02-19 10:45:23;197084
2018-02-19 10:45:34;197085
2018-02-19 10:45:44;197086
2018-02-19 10:45:54;197087
2018-02-19 10:46:04;197088
2018-02-19 10:46:14;197089
2018-02-19 10:46:24;197090
2018-02-19 10:46:34;197091
2018-02-19 10:46:45;197092
2018-02-19 10:46:55;197093
2018-02-19 10:47:05;197094
2018-02-19 10:47:15;197095
2018-02-19 10:47:25;197096
2018-02-19 10:47:35;197097
2018-02-19 10:47:45;197098
2018-02-19 10:47:56;197099
2018-02-19 10:48:06;197100
2018-02-19 10:48:16;197101
2018-02-19 10:48:26;197102
2018-02-19 10:48:36;197103
2018-02-19 10:48:46;197104
2018-02-19 10:48:56;197105
2018-02-19 10:49:07;197106
2018-02-19 10:49:17;197107
2018-02-19 10:49:27;197108
2018-02-19 10:49:37;197109
2018-02-19 10:49:47;197110
2018-02-19 10:49:57;197111
2018-02-19 10:50:07;197112
2018-02-19 10:50:18;197113
2018-02-19 10:50:28;197114
2018-02-19 10:50:38;197115
2018-02-19 10:50:48;197116
2018-02-19 10:50:58;197117
2018-02-19 10:51:08;197118
2018-02-19 10:51:19;197119
2018-02-19 10:51:29;197120
2018-02-19 10:51:39;197121
2018-02-19 10:51:49;197122
2018-02-19 10:51:59;197123
2018-02-19 10:52:09;197124
2018-02-19 10:52:19;197125
2018-02-19 10:52:30;197126
