Date;count
2018-02-14 22:11:34;181628
2018-02-14 22:11:34;181629
2018-02-14 22:11:45;181630
2018-02-14 22:11:55;181631
2018-02-14 22:12:05;181632
2018-02-14 22:12:15;181633
2018-02-14 22:12:25;181634
2018-02-14 22:12:35;181635
2018-02-14 22:12:45;181636
2018-02-14 22:12:56;181637
2018-02-14 22:13:06;181638
2018-02-14 22:13:16;181639
2018-02-14 22:13:26;181640
2018-02-14 22:13:36;181641
2018-02-14 22:13:46;181642
2018-02-14 22:13:56;181643
2018-02-14 22:14:07;181644
2018-02-14 22:14:17;181645
2018-02-14 22:14:27;181646
2018-02-14 22:14:37;181647
2018-02-14 22:14:47;181648
2018-02-14 22:14:57;181649
2018-02-14 22:15:07;181650
2018-02-14 22:15:18;181651
2018-02-14 22:15:28;181652
2018-02-14 22:15:38;181653
2018-02-14 22:15:48;181654
2018-02-14 22:15:58;181655
2018-02-14 22:16:08;181656
2018-02-14 22:16:18;181657
2018-02-14 22:16:29;181658
2018-02-14 22:16:39;181659
2018-02-14 22:16:49;181660
2018-02-14 22:16:59;181661
2018-02-14 22:17:09;181662
2018-02-14 22:17:19;181663
2018-02-14 22:17:29;181664
2018-02-14 22:17:40;181665
2018-02-14 22:17:50;181666
2018-02-14 22:18:00;181667
2018-02-14 22:18:10;181668
2018-02-14 22:18:20;181669
2018-02-14 22:18:30;181670
2018-02-14 22:18:40;181671
2018-02-14 22:18:51;181672
2018-02-14 22:19:01;181673
2018-02-14 22:19:11;181674
2018-02-14 22:19:21;181675
2018-02-14 22:19:31;181676
2018-02-14 22:19:41;181677
2018-02-14 22:19:51;181678
2018-02-14 22:20:02;181679
2018-02-14 22:20:12;181680
2018-02-14 22:20:22;181681
2018-02-14 22:20:32;181682
2018-02-14 22:20:42;181683
2018-02-14 22:20:52;181684
2018-02-14 22:21:02;181685
2018-02-14 22:21:13;181686
2018-02-14 22:21:23;181687
2018-02-14 22:21:33;181688
2018-02-14 22:21:43;181689
2018-02-14 22:21:53;181690
2018-02-14 22:22:03;181691
2018-02-14 22:22:13;181692
2018-02-14 22:22:24;181693
2018-02-14 22:22:34;181694
2018-02-14 22:22:44;181695
2018-02-14 22:22:54;181696
2018-02-14 22:23:04;181697
2018-02-14 22:23:14;181698
2018-02-14 22:23:24;181699
2018-02-14 22:23:35;181700
2018-02-14 22:23:45;181701
2018-02-14 22:23:55;181702
2018-02-14 22:24:05;181703
2018-02-14 22:24:15;181704
2018-02-14 22:24:25;181705
2018-02-14 22:24:35;181706
2018-02-14 22:24:46;181707
2018-02-14 22:24:56;181708
2018-02-14 22:25:06;181709
2018-02-14 22:25:16;181710
2018-02-14 22:25:26;181711
2018-02-14 22:25:36;181712
2018-02-14 22:25:46;181713
2018-02-14 22:25:57;181714
2018-02-14 22:26:07;181715
2018-02-14 22:26:17;181716
2018-02-14 22:26:27;181717
2018-02-14 22:26:37;181718
2018-02-14 22:26:47;181719
2018-02-14 22:26:57;181720
2018-02-14 22:27:07;181721
2018-02-14 22:27:18;181722
2018-02-14 22:27:28;181723
2018-02-14 22:27:38;181724
2018-02-14 22:27:48;181725
2018-02-14 22:27:58;181726
2018-02-14 22:28:08;181727
2018-02-14 22:28:18;181728
2018-02-14 22:28:29;181729
2018-02-14 22:28:39;181730
2018-02-14 22:28:49;181731
2018-02-14 22:28:59;181732
2018-02-14 22:29:09;181733
2018-02-14 22:29:19;181734
2018-02-14 22:29:29;181735
2018-02-14 22:29:40;181736
2018-02-14 22:29:50;181737
2018-02-14 22:30:00;181738
2018-02-14 22:30:10;181739
2018-02-14 22:30:20;181740
2018-02-14 22:30:30;181741
2018-02-14 22:30:40;181742
2018-02-14 22:30:51;181743
2018-02-14 22:31:01;181744
2018-02-14 22:31:11;181745
2018-02-14 22:31:21;181746
2018-02-14 22:31:31;181747
2018-02-14 22:31:41;181748
2018-02-14 22:31:51;181749
2018-02-14 22:32:02;181750
2018-02-14 22:32:12;181751
2018-02-14 22:32:22;181752
2018-02-14 22:32:32;181753
2018-02-14 22:32:42;181754
2018-02-14 22:32:52;181755
2018-02-14 22:33:02;181756
2018-02-14 22:33:13;181757
2018-02-14 22:33:23;181758
2018-02-14 22:33:33;181759
2018-02-14 22:33:43;181760
2018-02-14 22:33:53;181761
2018-02-14 22:34:03;181762
2018-02-14 22:34:13;181763
2018-02-14 22:34:24;181764
2018-02-14 22:34:34;181765
2018-02-14 22:34:44;181766
2018-02-14 22:34:54;181767
2018-02-14 22:35:04;181768
2018-02-14 22:35:14;181769
